Trajectory file for run 'ᵲun1'; etymon number :134:
#brˈɑkʰiɑm# >>> #bʁɑs# ( Correct : #bʁas#) :
b r ˈɑ kʰ i ɑ m 
#brˈɑkiɑm# | Rule 7 : [+sg,-cont] > [-sg] 
#brˈɑkɪɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#brˈɑkjɑm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#brˈɑkʝɑm# | Rule 28 : j > ʝ / __ [+syl]
#brˈɑkʝɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#brˈɑccɑ# | Rule 75 : k [+hi,+front,-syl] > c c/ [+syl] __ [+syl]
#brˈɑt̪t͡sʲɑ# | Rule 179 : c c > t̪ t͡sʲ 
#brˈat̪t͡sʲa# | Rule 197 : [+lo,+syl] > [+front,-back] 
#brˈat̪t͡sʲə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#brˈat͡sʲə# | Rule 477 : [+cor,-cont,-delrel] > ∅ / __ [+cor,-cont]
#brˈat͡sə# | Rule 528 : t͡sʲ > t͡s / [-nas] __ 
#brˈasə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#brˈaːsə# | Rule 654 : [+front,-round,+syl] > [+long] / __ s ə #
#brˈɑːsə# | Rule 671 : [+lo,+long,+syl] > [+back,-front] 
#brˈɑːsə̯# | Rule 686 : ə > ə̯ / __ #
#brˈɑːs# | Rule 693 : ə̯ > ∅ 
#bʀˈɑːs# | Rule 704 : r > ʀ 
#bʀɑːs# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#bʀɑs# | Rule 706 : [+syl,+long] > [-long,-splng] 
#bʁɑs# | Rule 712 : ʀ > ʁ 
