Trajectory file for run 'ᵲun1'; etymon number :510:
#krˈukem# >>> #kʁwa# ( Correct : #kʁwa#) :
k r ˈu k e m 
#krˈʊkɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#krˈokɛm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#krˈokɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#krˈokʲɛ# | Rule 76 : [+hi,+back,-cont] > [+front] / __ [+cont,-lo,+front]
#krˈocɛ# | Rule 77 : [+back,+front] > [-back] 
#krˈoːcɛ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#krˈoːt͡sʲɛ# | Rule 180 : {c;ɟ} > {t͡sʲ;d͡ʒ} 
#krˈoːt͡sʲə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#krˈoːt͡sʲə̯# | Rule 268 : ə > ə̯ 
#krˈoːt͡sʲ# | Rule 302 : ə̯ > ∅ 
#krˈowt͡sʲ# | Rule 406 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#krˈojt͡sʲ# | Rule 408 : w > j / [+round,+syl] __ t͡sʲ
#krˈojt͡s# | Rule 528 : t͡sʲ > t͡s / [-nas] __ 
#krˈujt͡s# | Rule 544 : [+round,+tense,+back] > [+hi] 
#krˈuɛ̯t͡s# | Rule 598 : j > ɛ̯ / [+syl,+back,+round] __ 
#krwˈɛt͡s# | Rule 599 : {u ɛ̯;ˌu ɛ̯;ˈu ɛ̯;ɔ ɛ̯;ˌɔ ɛ̯;ˈɔ ɛ̯} > {w ɛ;w ˌɛ;w ˈɛ;w ɛ;w ˌɛ;w ˈɛ} 
#krwˈɛs# | Rule 614 : [+delrel] > [+cont,.delrel] 
#krwˈɛ# | Rule 692 : [-son] > ∅ / __ #
#kʀwˈɛ# | Rule 704 : r > ʀ 
#kʀwɛ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#kʀwa# | Rule 710 : ɛ > a / w __ 
#kʁwa# | Rule 712 : ʀ > ʁ 
