Trajectory file for run 'ᵲun1'; etymon number :672:
#mˈelius# >>> #mjœ# ( Correct : #mjø#) :
m ˈe l i u s 
#mˈɛlɪʊs# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˈɛljʊs# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#mˈɛlʝʊs# | Rule 28 : j > ʝ / __ [+syl]
#mˈɛlʝos# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#mˈɛʎos# | Rule 91 : l ʝ > ʎ 
#mˈɛːʎos# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#mˈie̯ʎos# | Rule 165 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#mˈie̯ʎəs# | Rule 265 : [-stres,-lo,+syl] > ə / __ [-syl]
#mˈie̯ʎə̯s# | Rule 268 : ə > ə̯ 
#mˈie̯ʎs# | Rule 302 : ə̯ > ∅ 
#mˈie̯ʎsʲ# | Rule 324 : [+cor,+ant,-lat] > [+hi,+front] / [+hi,+front,+cons] __ 
#mˈie̯ʎs# | Rule 385 : {t̪ʲ;d̪ʲ;sʲ;zʲ;n̪ʲ;d͡zʲ} > {t̪;d̪;s;z;n̪;d͡z} / [+hi,+front,-syl] __ 
#mˈie̯ʎsʲ# | Rule 387 : {t̪;d̪;s} > {t̪ʲ;d̪ʲ;sʲ} / [-syl,+hi,+front,+cont,-strid] __ #
#mˈie̯ʎˠsʲ# | Rule 489 : [+lat] > [+back] / __ [+cons]
#mˈie̯wsʲ# | Rule 560 : [+lat,+back] > w 
#mjˈewsʲ# | Rule 570 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#mjˈøwsʲ# | Rule 585 : [-hi,-lo,+tense,+syl] > [+round,+lab] / __ w
#mjˈøsʲ# | Rule 589 : w > ∅ / [+round,+front,-hi,+syl] __ 
#mjˈøs# | Rule 628 : {sʲ;d̪ʲ;t̪ʲ} > {s;d̪;t̪} 
#mjˈø# | Rule 692 : [-son] > ∅ / __ #
#mjø# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mjœ# | Rule 709 : ø > œ / __ ( [+cons] )* #
