Trajectory file for run 'ᵲun1'; etymon number :710:
#mˈord̪ere# >>> #mɔʁd̪ʁ# ( Correct : #mɔʁd̪ʁ#) :
m ˈo r d̪ e r e 
#mˈɔrd̪ɛrɛ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˈɔrd̪rɛ# | Rule 139 : ɛ > ∅ / __ [+cor,+son,-nas] ( [-syl] )* [+syl] ( [-syl] )* #
#mˈɔrd̪rə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#mˈɔrd̪rə̯# | Rule 268 : ə > ə̯ 
#mˈɔrd̪ɾə# | Rule 291 : {n̪ ə̯;ə̯ n̪;r ə̯;ə̯ r} > {ɾ ə;ɾ ə;ɾ ə;ɾ ə} / [+cons] [-cont] __ #
#mˈɔrd̪rə# | Rule 297 : ɾ > r 
#mˈɔrd̪rə̯# | Rule 686 : ə > ə̯ / __ #
#mˈɔɹd̪rə̯# | Rule 688 : r > ɹ / [-cons] __ [+cons]
#mˈɔɹd̪r# | Rule 693 : ə̯ > ∅ 
#mˈɔrd̪r# | Rule 702 : ɹ > r 
#mˈɔʀd̪ʀ# | Rule 704 : r > ʀ 
#mɔʀd̪ʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mɔʁd̪ʁ# | Rule 712 : ʀ > ʁ 
