Trajectory file for run 'ᵲun1'; etymon number :1198:
#t̪ˈert̪iɑm# >>> #t̪jɛʁs# ( Correct : #t̪jɛʁs#) :
t̪ ˈe r t̪ i ɑ m 
#t̪ˈɛrt̪ɪɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#t̪ˈɛrt̪jɑm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#t̪ˈɛrt̪ʝɑm# | Rule 28 : j > ʝ / __ [+syl]
#t̪ˈɛrt̪ʝɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#t̪ˈɛrt͡sʲʝɑ# | Rule 74 : {t̪;d̪} > {t͡sʲ;ɟ} / __ [+hi,+front,-syl,+cont]
#t̪ˈɛrt͡sʲɑ# | Rule 86 : ʝ > ∅ / [-cont,+hi,+front] __ 
#t̪ˈɛrt͡sʲa# | Rule 197 : [+lo,+syl] > [+front,-back] 
#t̪ˈie̯rt͡sʲa# | Rule 233 : ˈɛ > ˈi e̯ / __ [+cons,+cor,-nas] [+cons,+hi,+front,-cont]
#t̪ˈie̯rt͡sʲə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#t̪ˈie̯rt͡sə# | Rule 528 : t͡sʲ > t͡s / [-nas] __ 
#t̪jˈert͡sə# | Rule 570 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#t̪jˈersə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#t̪jˈɛrsə# | Rule 622 : ˈe > ˈɛ 
#t̪jˈɛrsə̯# | Rule 686 : ə > ə̯ / __ #
#t̪jˈɛɹsə̯# | Rule 688 : r > ɹ / [-cons] __ [+cons]
#t̪jˈɛɹs# | Rule 693 : ə̯ > ∅ 
#t̪jˈɛrs# | Rule 702 : ɹ > r 
#t̪jˈɛʀs# | Rule 704 : r > ʀ 
#t̪jɛʀs# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#t̪jɛʁs# | Rule 712 : ʀ > ʁ 
