Trajectory file for run 'ᵲun1'; etymon number :54:
#ˌɑn̪imɑm# >>> #om# ( Correct : #om#) :
ˌɑ n̪ i m ɑ m 
#ˌɑn̪ɪmɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌɑn̪emɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˌɑn̪emɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˌan̪ema# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ˌan̪əma# | Rule 263 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#ˌan̪ə̯ma# | Rule 268 : ə > ə̯ 
#ˌaɾə̯ma# | Rule 288 : {n̪ ə̯;ə̯ n̪;r ə̯;ə̯ r} > {ɾ ə̯;ɾ ə̯;ɾ ə̯;ɾ ə̯} / [+lo,+stres,+syl] __ [+cons]
#ˌalma# | Rule 296 : ɾ ə̯ > l / __ [+cons,+lab]
#ˌalmə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#ˌaɫmə# | Rule 489 : [+lat] > [+back] / __ [+cons]
#ˌawmə# | Rule 560 : [+lat,+back] > w 
#ˌoːmə# | Rule 629 : {ˌa w;ˈa w} > {ˌoː;ˈoː} 
#ˌoːmə̯# | Rule 686 : ə > ə̯ / __ #
#ˌoːm# | Rule 693 : ə̯ > ∅ 
#oːm# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#om# | Rule 706 : [+syl,+long] > [-long,-splng] 
