Trajectory file for run 'ᵲun1'; etymon number :1308:
#wˌest̪ˈiːre# >>> #vɛst̪iʁ# ( Correct : #vet̪iʁ#) :
w ˌe s t̪ ˈiː r e 
#ɣʷˌest̪ˈiːre# | Rule 5 : {j;w} > {ʝ;ɣʷ} / __ [+syl]
#ɣʷˌɛst̪ˈiːrɛ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#βʷˌɛst̪ˈiːrɛ# | Rule 50 : ɣʷ > βʷ 
#βʷˌɛst̪ˈirɛ# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#βʷˌɛst̪ˈiːrɛ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#βˌɛst̪ˈiːrɛ# | Rule 157 : {βʷ;ɸʷ} > {β;ɸ} 
#βˌɛst̪ˈiːrə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#βˌɛst̪ˈiːrə̯# | Rule 268 : ə > ə̯ 
#βˌɛst̪ˈiːr# | Rule 302 : ə̯ > ∅ 
#vˌɛst̪ˈiːr# | Rule 426 : β > v 
#vˌɛst̪ˈiːɹ# | Rule 687 : r > ɹ / [-cons] __ #
#vˌɛst̪ˈiːr# | Rule 702 : ɹ > r 
#vˌɛst̪ˈiːʀ# | Rule 704 : r > ʀ 
#vɛst̪iːʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#vɛst̪iʀ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#vɛst̪iʁ# | Rule 712 : ʀ > ʁ 
