Trajectory file for run 'ᵲun1'; etymon number :156:
#d̪ˌeˈin̪t̪us# >>> #d̪ə̃ɑ̃# ( Correct : #d̪ɑ̃#) :
d̪ ˌe ˈi n̪ t̪ u s 
#d̪ˌɛˈɪn̪t̪ʊs# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#d̪ˌɛˈen̪t̪os# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#d̪ˌɛˈe?t̪os# | Rule 102 : [+ant,+cons] > [-voi] / __ t̪
#d̪ˌɛˈe?t̪əs# | Rule 265 : [-stres,-lo,+syl] > ə / __ [-syl]
#d̪ˌɛˈe?t̪ə̯s# | Rule 268 : ə > ə̯ 
#d̪ˌɛˈe?t̪s# | Rule 302 : ə̯ > ∅ 
#d̪ˌɛˈe?t͡s# | Rule 325 : [+ant,+cor,+distr,-nas] s > t͡s/ __ #
#d̪ˌeˈe?t͡s# | Rule 413 : ˌɛ > ˌe / __ [-cor]
#d̪ˌeˈẽ?t͡s# | Rule 505 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#d̪ˌeˈɛ̃?t͡s# | Rule 552 : [+front,-hi,-lo,+syl,+nas] > [-tense,-cons,-lat,+cont,.delrel] 
#d̪ˌeˈã?t͡s# | Rule 557 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#d̪ˌəˈã?t͡s# | Rule 574 : ˌe > ˌə / __ ( [+cons] ) [-cons]
#d̪ˌə̃ˈã?t͡s# | Rule 594 : [+syl,-front] > [+nas,+son,.delrel] / __ [+nas]
#d̪ˌə̃ˈã?s# | Rule 614 : [+delrel] > [+cont,.delrel] 
#d̪ˌə̃ˈãːs# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#d̪ˌə̃ˈãː# | Rule 692 : [-son] > ∅ / __ #
#d̪ə̃ãː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#d̪ə̃ã# | Rule 706 : [+syl,+long] > [-long,-splng] 
#d̪ə̃ɑ̃# | Rule 711 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
