Trajectory file for run 'ᵲun1'; etymon number :447:
#kˈert̪ɑm# >>> #sɛʁt̪# ( Correct : #sɛʁt̪#) :
k ˈe r t̪ ɑ m 
#kˈɛrt̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#kˈɛrt̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kʲˈɛrt̪ɑ# | Rule 76 : [+hi,+back,-cont] > [+front] / __ [+cont,-lo,+front]
#cˈɛrt̪ɑ# | Rule 77 : [+back,+front] > [-back] 
#cˈɛr̥t̪ɑ# | Rule 102 : [+ant,+cons] > [-voi] / __ t̪
#cˈɛrt̪ɑ# | Rule 103 : r̥ > r 
#t͡sʲˈɛrt̪ɑ# | Rule 180 : {c;ɟ} > {t͡sʲ;d͡ʒ} 
#t͡sʲˈɛrt̪a# | Rule 197 : [+lo,+syl] > [+front,-back] 
#t͡sʲˈɛrt̪ə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#t͡sˈɛrt̪ə# | Rule 529 : t͡sʲ > t͡s / # __ 
#sˈɛrt̪ə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#sˈɛrt̪ə̯# | Rule 686 : ə > ə̯ / __ #
#sˈɛɹt̪ə̯# | Rule 688 : r > ɹ / [-cons] __ [+cons]
#sˈɛɹt̪# | Rule 693 : ə̯ > ∅ 
#sˈɛrt̪# | Rule 702 : ɹ > r 
#sˈɛʀt̪# | Rule 704 : r > ʀ 
#sɛʀt̪# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#sɛʁt̪# | Rule 712 : ʀ > ʁ 
