Trajectory file for run 'ᵲun1'; etymon number :357:
#ˌin̪d̪e# >>> #ɑ̃# ( Correct : #ɑ̃#) :
ˌi n̪ d̪ e 
#ˌɪn̪d̪ɛ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌen̪d̪ɛ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˌen̪d̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#ˌen̪d̪ə̯# | Rule 268 : ə > ə̯ 
#ˌen̪d̪# | Rule 302 : ə̯ > ∅ 
#ˌen̪t̪# | Rule 435 : [-son] > [-voi] / __ #
#ˌẽn̪t̪# | Rule 505 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#ˌɛ̃n̪t̪# | Rule 552 : [+front,-hi,-lo,+syl,+nas] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌãn̪t̪# | Rule 557 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#ˌãːt̪# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#ˌãː# | Rule 692 : [-son] > ∅ / __ #
#ãː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ã# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ɑ̃# | Rule 711 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
