Trajectory file for run 'ᵲun1'; etymon number :1109:
#skˌuːt̪ˈellɑ# >>> #eskɥiɛl# ( Correct : #ekɥɛl#) :
s k ˌuː t̪ ˈe l l ɑ 
#skˌuːt̪ˈɛllɑ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌɪskˌuːt̪ˈɛllɑ# | Rule 17 : ∅ > ˌɪ / # __ s [+cons]
#ˌɪskˌut̪ˈɛllɑ# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#ˌeskˌut̪ˈɛllɑ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˌeskˌut̪ˈɛlla# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ˌeskˌʉt̪ˈɛlla# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#ˌeskˌʉd̪ˈɛlla# | Rule 354 : [-voi] > [+voi] / [-cons] __ [-cons]
#ˌeskˌʉðˈɛlla# | Rule 377 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ [-cons]
#ˌeskˌʉðˈɛllə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#ˌeskˌʉðˈɛlə# | Rule 480 : {p p;b b;f f;m m;t̪ t̪;t̪ t͡s;t̪ t͡sʲ;t̪ t͡ʃ;d̪ d̪;d̪ d͡ʒ;n̪ n̪;s s;z z;l l;k k;ɡ ɡ} > {p;b;f;m;t̪;t͡s;t͡sʲ;t͡ʃ;d̪;d͡ʒ;n̪;s;z;l;k;ɡ} 
#ˌeskˌyðˈɛlə# | Rule 490 : [+hi,+round,-back] > [+front] 
#ˌeskˌyˈɛlə# | Rule 581 : {θ;ð} > {∅;∅} 
#ˌeskˌyjˈɛlə# | Rule 600 : ∅ > j / [+hi,+front,+round,+syl] __ [+stres,+front,-hi,-round]
#ˌeskɥˌiˈɛlə# | Rule 601 : {y j;ˌy j;ˈy j} > {ɥ i;ɥ ˌi;ɥ ˈi} 
#ˌeskɥ?ˈɛlə# | Rule 676 : [+hi,+syl,+stres,-prim] [-hi,+syl] > [-syl] [+stres]
#ˌeskɥ?ˈɛlə̯# | Rule 686 : ə > ə̯ / __ #
#ˌeskɥ?ˈɛl# | Rule 693 : ə̯ > ∅ 
#eskɥiɛl# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
