Trajectory file for run 'ᵲun1'; etymon number :420:
#kˌɑrrˈuːkɑm# >>> #ʃaʁy# ( Correct : #ʃaʁy#) :
k ˌɑ r r ˈuː k ɑ m 
#kˌɑrrˈukɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#kˌɑrrˈukɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kˌɑrrˈuːkɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#kˌɑrrˈuːɡɑ# | Rule 131 : k > ɡ / [-cons] __ [+syl]
#kˌɑrrˈuːɣɑ# | Rule 133 : ɡ > ɣ / [-cons] __ [-cons]
#kˌɑrrˈuːɑ# | Rule 182 : ɣ > ∅ / [+round,-cons] __ [+lo,+syl]
#kˌarrˈuːa# | Rule 197 : [+lo,+syl] > [+front,-back] 
#kˌarrˈʉːa# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#kʲˌarrˈʉːa# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#cˌarrˈʉːa# | Rule 245 : [+back,+front] > [-back] 
#t͡ʃˌarrˈʉːa# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#t͡ʃˌarrˈʉːə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#t͡ʃˌarrˈyːə# | Rule 490 : [+hi,+round,-back] > [+front] 
#t͡ʃˌarˈyːə# | Rule 579 : r r > r 
#ʃˌarˈyːə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#ʃˌarˈyː# | Rule 645 : ə > ∅ / [+syl] __ 
#ʃˌaʀˈyː# | Rule 704 : r > ʀ 
#ʃaʀyː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʃaʀy# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ʃaʁy# | Rule 712 : ʀ > ʁ 
