Trajectory file for run 'ᵲun1'; etymon number :137:
#brˈɑn̪kɑm# >>> #bʁɑ̃ʃ# ( Correct : #bʁɑ̃ʃ#) :
b r ˈɑ n̪ k ɑ m 
#brˈɑŋkɑm# | Rule 0 : n̪ > ŋ / __ [+hi,+back,-cont]
#brˈɑŋkɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#brˈaŋka# | Rule 197 : [+lo,+syl] > [+front,-back] 
#brˈaŋkʲa# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#brˈaŋca# | Rule 245 : [+back,+front] > [-back] 
#brˈaŋt͡ʃa# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#brˈaŋt͡ʃə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#brˈãŋt͡ʃə# | Rule 492 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#brˈãŋʃə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#brˈãːʃə# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#brˈãːʃə̯# | Rule 686 : ə > ə̯ / __ #
#brˈãːʃ# | Rule 693 : ə̯ > ∅ 
#bʀˈãːʃ# | Rule 704 : r > ʀ 
#bʀãːʃ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#bʀãʃ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#bʀɑ̃ʃ# | Rule 711 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
#bʁɑ̃ʃ# | Rule 712 : ʀ > ʁ 
