Trajectory file for run 'ᵲun1'; etymon number :260:
#fˈin̪kt̪um# >>> #fɛ̃# ( Correct : #fɛ̃#) :
f ˈi n̪ k t̪ u m 
#fˈiŋkt̪um# | Rule 0 : n̪ > ŋ / __ [+hi,+back,-cont]
#fˈɪŋkt̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈɪŋt̪ʊm# | Rule 59 : k > ∅ / ŋ __ [+cor,-voi]
#fˈeŋt̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#fˈeŋt̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#fˈeɲt̪o# | Rule 171 : ŋ > ɲ / __ [+cor]
#fˈeɲt̪ʲo# | Rule 215 : [+cor,+ant,-lat] > [+hi,+front] / [+hi,+front,+cons] __ 
#fˈeɲt̪ʲə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#fˈeɲt̪ʲə̯# | Rule 268 : ə > ə̯ 
#fˈeɲt̪ʲ# | Rule 302 : ə̯ > ∅ 
#fˈeɲt̪# | Rule 385 : {t̪ʲ;d̪ʲ;sʲ;zʲ;n̪ʲ;d͡zʲ} > {t̪;d̪;s;z;n̪;d͡z} / [+hi,+front,-syl] __ 
#fˈeɲt̪ʲ# | Rule 387 : {t̪;d̪;s} > {t̪ʲ;d̪ʲ;sʲ} / [-syl,+hi,+front,+cont,-strid] __ #
#fˈej̃n̪t̪ʲ# | Rule 434 : ɲ > j̃ n̪ / __ [+cons]
#fˈẽj̃n̪t̪ʲ# | Rule 505 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#fˈɛ̃j̃n̪t̪ʲ# | Rule 552 : [+front,-hi,-lo,+syl,+nas] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈɛ̃n̪t̪ʲ# | Rule 626 : j̃ > ∅ / [+nas,+front,-tense] __ 
#fˈɛ̃n̪t̪# | Rule 628 : {sʲ;d̪ʲ;t̪ʲ} > {s;d̪;t̪} 
#fˈɛ̃ːt̪# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#fˈɛ̃ː# | Rule 692 : [-son] > ∅ / __ #
#fɛ̃ː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#fɛ̃# | Rule 706 : [+syl,+long] > [-long,-splng] 
