Trajectory file for run 'ᵲun1'; etymon number :1045:
#sˈɑlwum# >>> #sof# ( Correct : #sof#) :
s ˈɑ l w u m 
#sˈɑlɣʷum# | Rule 5 : {j;w} > {ʝ;ɣʷ} / __ [+syl]
#sˈɑlɣʷʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˈɑlβʷʊm# | Rule 50 : ɣʷ > βʷ 
#sˈɑlβʷom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#sˈɑlβʷo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˈɑɫβʷo# | Rule 137 : l > ɫ / __ [+cons,-lat]
#sˈɑɫβo# | Rule 157 : {βʷ;ɸʷ} > {β;ɸ} 
#sˈaɫβo# | Rule 197 : [+lo,+syl] > [+front,-back] 
#sˈaɫβə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#sˈaɫβə̯# | Rule 268 : ə > ə̯ 
#sˈaɫβ# | Rule 302 : ə̯ > ∅ 
#sˈaɫv# | Rule 426 : β > v 
#sˈaɫf# | Rule 435 : [-son] > [-voi] / __ #
#sˈawf# | Rule 560 : [+lat,+back] > w 
#sˈoːf# | Rule 629 : {ˌa w;ˈa w} > {ˌoː;ˈoː} 
#sˈoːfə̯# | Rule 691 : ∅ > ə̯ / [+syl] f __ #
#sˈoːf# | Rule 693 : ə̯ > ∅ 
#soːf# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#sof# | Rule 706 : [+syl,+long] > [-long,-splng] 
