Trajectory file for run 'ᵲun1'; etymon number :417:
#kˈɑrkerem# >>> #ʃaʁt̪ʁ# ( Correct : #ʃaʁt̪ʁ#) :
k ˈɑ r k e r e m 
#kˈɑrkɛrɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#kˈɑrkɛrɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kˈɑrkʲɛrɛ# | Rule 76 : [+hi,+back,-cont] > [+front] / __ [+cont,-lo,+front]
#kˈɑrcɛrɛ# | Rule 77 : [+back,+front] > [-back] 
#kˈɑrcrɛ# | Rule 139 : ɛ > ∅ / __ [+cor,+son,-nas] ( [-syl] )* [+syl] ( [-syl] )* #
#kˈɑrt̪rɛ# | Rule 147 : [-cont,+hi,+front] > [-hi,-front,+cor,+ant,+distr] / __ [+cons,-front]
#kˈart̪rɛ# | Rule 197 : [+lo,+syl] > [+front,-back] 
#kʲˈart̪rɛ# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#cˈart̪rɛ# | Rule 245 : [+back,+front] > [-back] 
#t͡ʃˈart̪rɛ# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#t͡ʃˈart̪rə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#t͡ʃˈart̪rə̯# | Rule 268 : ə > ə̯ 
#t͡ʃˈart̪ɾə# | Rule 291 : {n̪ ə̯;ə̯ n̪;r ə̯;ə̯ r} > {ɾ ə;ɾ ə;ɾ ə;ɾ ə} / [+cons] [-cont] __ #
#t͡ʃˈart̪rə# | Rule 297 : ɾ > r 
#ʃˈart̪rə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#ʃˈart̪rə̯# | Rule 686 : ə > ə̯ / __ #
#ʃˈaɹt̪rə̯# | Rule 688 : r > ɹ / [-cons] __ [+cons]
#ʃˈaɹt̪r# | Rule 693 : ə̯ > ∅ 
#ʃˈart̪r# | Rule 702 : ɹ > r 
#ʃˈaʀt̪ʀ# | Rule 704 : r > ʀ 
#ʃaʀt̪ʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʃaʁt̪ʁ# | Rule 712 : ʀ > ʁ 
