Trajectory file for run 'ᵲun1'; etymon number :931:
#pˈost̪ium# >>> #pɥi# ( Correct : #pɥi#) :
p ˈo s t̪ i u m 
#pˈɔst̪ɪʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɔst̪jʊm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#pˈɔst̪ʝʊm# | Rule 28 : j > ʝ / __ [+syl]
#pˈɔst̪ʝom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˈɔst̪ʝo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈɔst͡sʲʝo# | Rule 74 : {t̪;d̪} > {t͡sʲ;ɟ} / __ [+hi,+front,-syl,+cont]
#pˈɔst͡sʲo# | Rule 86 : ʝ > ∅ / [-cont,+hi,+front] __ 
#pˈɔsʲsʲo# | Rule 176 : s [+hi,+front,+cons] > sʲ sʲ
#pˈuo̯sʲsʲo# | Rule 231 : {ˈɛ;ˈɔ} > {ˈi e̯;ˈu o̯} / __ [+cons,+hi,+front]
#pˈuo̯sʲsʲə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#pˈuo̯sʲsʲə̯# | Rule 268 : ə > ə̯ 
#pˈuo̯sʲsʲ# | Rule 302 : ə̯ > ∅ 
#pˈʉo̯sʲsʲ# | Rule 376 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#pˈʉo̯sʲs# | Rule 385 : {t̪ʲ;d̪ʲ;sʲ;zʲ;n̪ʲ;d͡zʲ} > {t̪;d̪;s;z;n̪;d͡z} / [+hi,+front,-syl] __ 
#pˈʉo̯jss# | Rule 386 : {t̪ʲ;d̪ʲ;sʲ;zʲ;n̪ʲ;d͡zʲ} > {j t̪;j d̪;j s;j z;j n̪;j d͡z} / [-cons] __ 
#pˈʉo̯js# | Rule 480 : {p p;b b;f f;m m;t̪ t̪;t̪ t͡s;t̪ t͡sʲ;t̪ t͡ʃ;d̪ d̪;d̪ d͡ʒ;n̪ n̪;s s;z z;l l;k k;ɡ ɡ} > {p;b;f;m;t̪;t͡s;t͡sʲ;t͡ʃ;d̪;d͡ʒ;n̪;s;z;l;k;ɡ} 
#pˈyo̯js# | Rule 490 : [+hi,+round,-back] > [+front] 
#pˈye̯js# | Rule 516 : o̯ > e̯ 
#pˈyjs# | Rule 538 : e̯ > ∅ / [+hi,+front,+tense,+prim] __ j
#pɥˈis# | Rule 601 : {y j;ˌy j;ˈy j} > {ɥ i;ɥ ˌi;ɥ ˈi} 
#pɥˈi# | Rule 692 : [-son] > ∅ / __ #
#pɥi# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
