Trajectory file for run 'ᵲun1'; etymon number :1004:
#rˈikɑm# >>> #ʁɛ# ( Correct : #ʁɛ#) :
r ˈi k ɑ m 
#rˈɪkɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#rˈekɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#rˈekɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#rˈeːkɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#rˈeːɡɑ# | Rule 131 : k > ɡ / [-cons] __ [+syl]
#rˈeːɣɑ# | Rule 133 : ɡ > ɣ / [-cons] __ [-cons]
#rˈeːɣa# | Rule 197 : [+lo,+syl] > [+front,-back] 
#rˈeːɣʲa# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#rˈeːʝa# | Rule 245 : [+back,+front] > [-back] 
#rˈeːja# | Rule 381 : ʝ > j 
#rˈeja# | Rule 405 : {ˈeː j;ˈeː ʝ} > {ˈe j;ˈe j} 
#rˈejə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#rˈojə# | Rule 525 : [+front,+tense,-hi,-lo,+syl] > [+back,-front,+round,+lab] / __ j
#rˈujə# | Rule 544 : [+round,+tense,+back] > [+hi] 
#rˈʌjə# | Rule 577 : ˈu > ˈʌ / __ j ə #
#rˈajə# | Rule 586 : ˈʌ > ˈa 
#rˈaːjə# | Rule 655 : [+prim] > [+long] / __ ( j ) ə #
#rˈaːj# | Rule 656 : ə > ∅ / [+prim] ( j ) __ 
#rˈɛː# | Rule 657 : ˈaː j > ˈɛː / __ #
#ʀˈɛː# | Rule 704 : r > ʀ 
#ʀɛː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʀɛ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ʁɛ# | Rule 712 : ʀ > ʁ 
