Trajectory file for run 'ᵲun1'; etymon number :997:
#rˈen̪d̪it̪ɑm# >>> #ʁɑ̃t̪# ( Correct : #ʁɑ̃t̪#) :
r ˈe n̪ d̪ i t̪ ɑ m 
#rˈɛn̪d̪ɪt̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#rˈɛn̪d̪et̪ɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#rˈɛn̪d̪et̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#rˈɛn̪d̪t̪ɑ# | Rule 93 : e > ∅ / __ [+cor,+distr,+ant] [+syl] ( [-syl] ) #
#rˈɛn̪t̪ɑ# | Rule 98 : [-cont] > ∅ / [+cons] __ [-son,-hi]
#rˈɛ?t̪ɑ# | Rule 102 : [+ant,+cons] > [-voi] / __ t̪
#rˈɛ?t̪a# | Rule 197 : [+lo,+syl] > [+front,-back] 
#rˈɛ?t̪ə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#rˈɛ̃?t̪ə# | Rule 505 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#rˈã?t̪ə# | Rule 557 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#rˈãːt̪ə# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#rˈãːt̪ə̯# | Rule 686 : ə > ə̯ / __ #
#rˈãːt̪# | Rule 693 : ə̯ > ∅ 
#ʀˈãːt̪# | Rule 704 : r > ʀ 
#ʀãːt̪# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʀãt̪# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ʀɑ̃t̪# | Rule 711 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
#ʁɑ̃t̪# | Rule 712 : ʀ > ʁ 
