Trajectory file for run 'ᵲun1'; etymon number :224:
#fˈɑːbrikɑm# >>> #fɔʁʒ# ( Correct : #fɔʁʒ#) :
f ˈɑː b r i k ɑ m 
#fˈɑːbrɪkɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈɑːβrɪkɑm# | Rule 51 : b > β / [+syl] __ [+son,-lat,-nas]
#fˈɑβrɪkɑm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#fˈɑβrekɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#fˈɑβrekɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#fˈɑβrɡɑ# | Rule 129 : e k > ɡ / [+cons,+voi] [+cons,+voi] __ [+lo,+syl]
#fˈaβrɡa# | Rule 197 : [+lo,+syl] > [+front,-back] 
#fˈaβrɡʲa# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#fˈaβrɟa# | Rule 245 : [+back,+front] > [-back] 
#fˈaβrd͡ʒa# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#fˈawrd͡ʒa# | Rule 425 : β > w / __ r ( ə ) [+cons]
#fˈawrd͡ʒə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#fˈɔːrd͡ʒə# | Rule 457 : {a w;ˌa w;ˈa w} > {ɔː;ˌɔː;ˈɔː} 
#fˈɔːrʒə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#fˈɔːrʒə̯# | Rule 686 : ə > ə̯ / __ #
#fˈɔːɹʒə̯# | Rule 688 : r > ɹ / [-cons] __ [+cons]
#fˈɔːɹʒ# | Rule 693 : ə̯ > ∅ 
#fˈɔːrʒ# | Rule 702 : ɹ > r 
#fˈɔːʀʒ# | Rule 704 : r > ʀ 
#fɔːʀʒ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#fɔʀʒ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#fɔʁʒ# | Rule 712 : ʀ > ʁ 
