Trajectory file for run 'ᵲun1'; etymon number :966:
#pˌulsˈɑːre# >>> #puwsɛʁ# ( Correct : #puse#) :
p ˌu l s ˈɑː r e 
#pˌʊlsˈɑːrɛ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˌʊlsˈɑrɛ# | Rule 56 : [+syl,+long] > [-long,-splng] 
#pˌolsˈɑrɛ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˌolsˈɑːrɛ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#pˌoɫsˈɑːrɛ# | Rule 137 : l > ɫ / __ [+cons,-lat]
#pˌoɫsˈaːrɛ# | Rule 197 : [+lo,+syl] > [+front,-back] 
#pˌoɫsˈaːrə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#pˌoɫsˈaːrə̯# | Rule 268 : ə > ə̯ 
#pˌoɫsˈaːr# | Rule 302 : ə̯ > ∅ 
#pˌoɫsˈae̯r# | Rule 406 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#pˌoɫsˈeːr# | Rule 534 : {a e̯;ˌa e̯;ˈa e̯} > {eː;ˌeː;ˈeː} 
#pˌuɫsˈeːr# | Rule 544 : [+round,+tense,+back] > [+hi] 
#pˌuwsˈeːr# | Rule 560 : [+lat,+back] > w 
#pˌuwsˈɛːr# | Rule 633 : [-hi,-lo,+syl,+front,-round] > [-tense,-cons,-lat,+cont,.delrel] / __ r #
#pˌuwsˈɛːɹ# | Rule 687 : r > ɹ / [-cons] __ #
#pˌuwsˈɛːr# | Rule 702 : ɹ > r 
#pˌuwsˈɛːʀ# | Rule 704 : r > ʀ 
#puwsɛːʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#puwsɛʀ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#puwsɛʁ# | Rule 712 : ʀ > ʁ 
