Trajectory file for run 'ᵲun1'; etymon number :129:
#bˌon̪um# >>> #bɔ̃# ( Correct : #bɔ̃#) :
b ˌo n̪ u m 
#bˌɔn̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#bˌɔn̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#bˌɔn̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#bˌũn̪o# | Rule 164 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#bˌũn̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#bˌũn̪ə̯# | Rule 268 : ə > ə̯ 
#bˌũn̪# | Rule 302 : ə̯ > ∅ 
#bˌũː# | Rule 673 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#bũː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#bũ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#bɔ̃# | Rule 707 : [+back,-lo,+nas,+syl] > ɔ̃ 
