Trajectory file for run 'ᵲun1'; etymon number :1019:
#rˈuːskɑm# >>> #ʁysʃ# ( Correct : #ʁyʃ#) :
r ˈuː s k ɑ m 
#rˈuskɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#rˈuskɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#rˈuska# | Rule 197 : [+lo,+syl] > [+front,-back] 
#rˈʉska# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#rˈʉskʲa# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#rˈʉsca# | Rule 245 : [+back,+front] > [-back] 
#rˈʉst͡ʃa# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#rˈʉst͡ʃə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#rˈyst͡ʃə# | Rule 490 : [+hi,+round,-back] > [+front] 
#rˈysʃə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#rˈysʃə̯# | Rule 686 : ə > ə̯ / __ #
#rˈysʃ# | Rule 693 : ə̯ > ∅ 
#ʀˈysʃ# | Rule 704 : r > ʀ 
#ʀysʃ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʁysʃ# | Rule 712 : ʀ > ʁ 
