Trajectory file for run 'ᵲun1'; etymon number :268:
#fˈoliɑ# >>> #fœj# ( Correct : #fœj#) :
f ˈo l i ɑ 
#fˈɔlɪɑ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈɔljɑ# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#fˈɔlʝɑ# | Rule 28 : j > ʝ / __ [+syl]
#fˈɔʎɑ# | Rule 91 : l ʝ > ʎ 
#fˈɔːʎɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#fˈuo̯ʎɑ# | Rule 165 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#fˈuo̯ʎa# | Rule 197 : [+lo,+syl] > [+front,-back] 
#fˈʉo̯ʎa# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#fˈʉo̯ʎə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#fˈyo̯ʎə# | Rule 490 : [+hi,+round,-back] > [+front] 
#fˈye̯ʎə# | Rule 516 : o̯ > e̯ 
#fˈøʎə# | Rule 559 : [+hi,+round,+tense,+prim] e̯ > ˈø
#fˈøʎə̯# | Rule 686 : ə > ə̯ / __ #
#fˈøʎ# | Rule 693 : ə̯ > ∅ 
#føʎ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#fœʎ# | Rule 709 : ø > œ / __ ( [+cons] )* #
#fœj# | Rule 713 : ʎ > j 
