Trajectory file for run 'ᵲun1'; etymon number :45:
#ˈɑmplum# >>> #ɑ̃pl# ( Correct : #ɑ̃pl#) :
ˈɑ m p l u m 
#ˈɑmplʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈɑmplom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈɑmplo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈamplo# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ˈamplə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#ˈamplə̯# | Rule 268 : ə > ə̯ 
#ˈampl# | Rule 302 : ə̯ > ∅ 
#ˈamplə# | Rule 315 : ∅ > ə / [+cons,-son] [+son,-syl] __ #
#ˈãmplə# | Rule 492 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#ˈãːplə# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#ˈãːplə̯# | Rule 686 : ə > ə̯ / __ #
#ˈãːpl# | Rule 693 : ə̯ > ∅ 
#ãːpl# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ãpl# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ɑ̃pl# | Rule 711 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
