Trajectory file for run 'ᵲun1'; etymon number :1116:
#sˈoror# >>> #sœʁ# ( Correct : #sœʁ#) :
s ˈo r o r 
#sˈɔrɔr# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˈɔːrɔr# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#sˈuo̯rɔr# | Rule 165 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#sˈʉo̯rɔr# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#sˈʉo̯rər# | Rule 265 : [-stres,-lo,+syl] > ə / __ [-syl]
#sˈʉo̯rə̯r# | Rule 268 : ə > ə̯ 
#sˈʉo̯rrə# | Rule 285 : ə̯ r > r ə / __ #
#sˈyo̯rrə# | Rule 490 : [+hi,+round,-back] > [+front] 
#sˈye̯rrə# | Rule 516 : o̯ > e̯ 
#sˈørrə# | Rule 559 : [+hi,+round,+tense,+prim] e̯ > ˈø
#sˈørə# | Rule 579 : r r > r 
#sˈørə̯# | Rule 686 : ə > ə̯ / __ #
#sˈør# | Rule 693 : ə̯ > ∅ 
#sˈøʀ# | Rule 704 : r > ʀ 
#søʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#sœʀ# | Rule 709 : ø > œ / __ ( [+cons] )* #
#sœʁ# | Rule 712 : ʀ > ʁ 
