Trajectory file for run 'ᵲun1'; etymon number :1259:
#ˈuːn̪ɑm# >>> #yn̪# ( Correct : #yn̪#) :
ˈuː n̪ ɑ m 
#ˈun̪ɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#ˈun̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈuːn̪ɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#ˈuːn̪a# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ˈʉːn̪a# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#ˈʉːn̪ə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#ˈyːn̪ə# | Rule 490 : [+hi,+round,-back] > [+front] 
#ˈỹːn̪ə# | Rule 604 : [+syl] > [+nas,+son,.delrel] / __ [+nas,+cons]
#ˈyːn̪ə# | Rule 623 : [+nas,+front,+hi,+syl] > [-nas] / __ [+nas,+cons] [+syl]
#ˈyːn̪ə̯# | Rule 686 : ə > ə̯ / __ #
#ˈyːn̪# | Rule 693 : ə̯ > ∅ 
#yːn̪# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#yn̪# | Rule 706 : [+syl,+long] > [-long,-splng] 
