Trajectory file for run 'ᵲun1'; etymon number :1002:
#rˌet̪ˈun̪d̪um# >>> #ʁə̃ɔ̃# ( Correct : #ʁɔ̃#) :
r ˌe t̪ ˈu n̪ d̪ u m 
#rˌɛt̪ˈʊn̪d̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#rˌɛt̪ˈon̪d̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#rˌɛt̪ˈon̪d̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#rˌɛt̪ˈũn̪d̪o# | Rule 164 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#rˌɛt̪ˈũn̪d̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#rˌɛt̪ˈũn̪d̪ə̯# | Rule 268 : ə > ə̯ 
#rˌɛt̪ˈũn̪d̪# | Rule 302 : ə̯ > ∅ 
#rˌɛd̪ˈũn̪d̪# | Rule 354 : [-voi] > [+voi] / [-cons] __ [-cons]
#rˌɛðˈũn̪d̪# | Rule 377 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ [-cons]
#rˌeðˈũn̪d̪# | Rule 416 : ˌɛ > ˌe / __ [+cor,+cont] [-cor]
#rˌeðˈũn̪t̪# | Rule 435 : [-son] > [-voi] / __ #
#rˌəðˈũn̪t̪# | Rule 495 : ˌe > ˌə / # [+son] __ ( [+cons] ) [+syl]
#rˌəˈũn̪t̪# | Rule 581 : {θ;ð} > {∅;∅} 
#rˌə̃ˈũn̪t̪# | Rule 594 : [+syl,-front] > [+nas,+son,.delrel] / __ [+nas]
#rˌə̃ˈũːt̪# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#rˌə̃ˈũː# | Rule 692 : [-son] > ∅ / __ #
#ʀˌə̃ˈũː# | Rule 704 : r > ʀ 
#ʀə̃ũː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʀə̃ũ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ʀə̃ɔ̃# | Rule 707 : [+back,-lo,+nas,+syl] > ɔ̃ 
#ʁə̃ɔ̃# | Rule 712 : ʀ > ʁ 
