Trajectory file for run 'ᵲun1'; etymon number :199:
#d̪ˈuːrɑm# >>> #d̪yʁ# ( Correct : #d̪yʁ#) :
d̪ ˈuː r ɑ m 
#d̪ˈurɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#d̪ˈurɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#d̪ˈuːrɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#d̪ˈuːra# | Rule 197 : [+lo,+syl] > [+front,-back] 
#d̪ˈʉːra# | Rule 216 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#d̪ˈʉːrə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#d̪ˈyːrə# | Rule 490 : [+hi,+round,-back] > [+front] 
#d̪ˈyːrə̯# | Rule 686 : ə > ə̯ / __ #
#d̪ˈyːr# | Rule 693 : ə̯ > ∅ 
#d̪ˈyːʀ# | Rule 704 : r > ʀ 
#d̪yːʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#d̪yʀ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#d̪yʁ# | Rule 712 : ʀ > ʁ 
