Trajectory file for run 'ᵲun1'; etymon number :643:
#mˌɑrˈiːt̪um# >>> #maʁi# ( Correct : #maʁi#) :
m ˌɑ r ˈiː t̪ u m 
#mˌɑrˈiːt̪ʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˌɑrˈit̪ʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#mˌɑrˈit̪om# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#mˌɑrˈit̪o# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#mˌɑrˈiːt̪o# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#mˌarˈiːt̪o# | Rule 197 : [+lo,+syl] > [+front,-back] 
#mˌarˈiːt̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#mˌarˈiːt̪ə̯# | Rule 268 : ə > ə̯ 
#mˌarˈiːt̪# | Rule 302 : ə̯ > ∅ 
#mˌarˈiːθ# | Rule 429 : [-cont,-delrel] > [+cont,.delrel] / [-cons] __ #
#mˌarˈiː# | Rule 581 : {θ;ð} > {∅;∅} 
#mˌaʀˈiː# | Rule 704 : r > ʀ 
#maʀiː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#maʀi# | Rule 706 : [+syl,+long] > [-long,-splng] 
#maʁi# | Rule 712 : ʀ > ʁ 
