Trajectory file for run 'ᵲun1'; etymon number :923:
#pˈorkum# >>> #pɔʁ# ( Correct : #pɔʁ#) :
p ˈo r k u m 
#pˈɔrkʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɔrkom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˈɔrko# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈɔrkə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#pˈɔrkə̯# | Rule 268 : ə > ə̯ 
#pˈɔrk# | Rule 302 : ə̯ > ∅ 
#pˈɔɹk# | Rule 688 : r > ɹ / [-cons] __ [+cons]
#pˈɔɹ# | Rule 692 : [-son] > ∅ / __ #
#pˈɔr# | Rule 702 : ɹ > r 
#pˈɔʀ# | Rule 704 : r > ʀ 
#pɔʀ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pɔʁ# | Rule 712 : ʀ > ʁ 
