Trajectory file for run 'ᵲun1'; etymon number :316:
#ɡrˈɑːn̪ikɑm# >>> #ɡʁɑ̃ʃ# ( Correct : #ɡʁɑ̃ʃ#) :
ɡ r ˈɑː n̪ i k ɑ m 
#ɡrˈɑːn̪ɪkɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ɡrˈɑn̪ɪkɑm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#ɡrˈɑn̪ekɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ɡrˈɑn̪ekɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ɡrˈɑːn̪ekɑ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#ɡrˈɑːn̪kɑ# | Rule 130 : e > ∅ / __ k [+lo,+syl]
#ɡrˈɑn̪kɑ# | Rule 148 : [+syl] > [-long,-splng] / __ [-syl] [+cons,-son]
#ɡrˈan̪ka# | Rule 197 : [+lo,+syl] > [+front,-back] 
#ɡrˈan̪kʲa# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#ɡrˈan̪ca# | Rule 245 : [+back,+front] > [-back] 
#ɡrˈan̪t͡ʃa# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#ɡrˈan̪t͡ʃə# | Rule 432 : a > ə / [+syl] ( [-syl] )* __ 
#ɡrˈãn̪t͡ʃə# | Rule 492 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#ɡrˈãn̪ʃə# | Rule 614 : [+delrel] > [+cont,.delrel] 
#ɡrˈãːʃə# | Rule 672 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#ɡrˈãːʃə̯# | Rule 686 : ə > ə̯ / __ #
#ɡrˈãːʃ# | Rule 693 : ə̯ > ∅ 
#ɡʀˈãːʃ# | Rule 704 : r > ʀ 
#ɡʀãːʃ# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ɡʀãʃ# | Rule 706 : [+syl,+long] > [-long,-splng] 
#ɡʀɑ̃ʃ# | Rule 711 : {ã;ãː} > {ɑ̃;ɑ̃ː} 
#ɡʁɑ̃ʃ# | Rule 712 : ʀ > ʁ 
