Trajectory file for run 'ᵲun1'; etymon number :404:
#kˈɑn̪em# >>> #ʃɛ̃# ( Correct : #ʃjɛ̃#) :
k ˈɑ n̪ e m 
#kˈɑn̪ɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#kˈɑn̪ɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kˈɑːn̪ɛ# | Rule 111 : [+prim] > [+long] / __ [+cons] [-cons]
#kˈaːn̪ɛ# | Rule 197 : [+lo,+syl] > [+front,-back] 
#kʲˈaːn̪ɛ# | Rule 234 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#kʲˈɛːn̪ɛ# | Rule 239 : ˈaː > ˈɛː / # [+cons,+front] __ 
#kʲˈie̯n̪ɛ# | Rule 242 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#cˈie̯n̪ɛ# | Rule 245 : [+back,+front] > [-back] 
#t͡ʃˈie̯n̪ɛ# | Rule 254 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#t͡ʃˈie̯n̪ə# | Rule 266 : [-stres,-lo,+syl] > ə / __ #
#t͡ʃˈie̯n̪ə̯# | Rule 268 : ə > ə̯ 
#t͡ʃˈie̯n̪# | Rule 302 : ə̯ > ∅ 
#t͡ʃjˈen̪# | Rule 570 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#t͡ʃjˈẽn̪# | Rule 595 : [+syl,-hi] > [+nas,+son,.delrel] / __ [+nas]
#ʃjˈẽn̪# | Rule 614 : [+delrel] > [+cont,.delrel] 
#ʃjˈɛ̃n̪# | Rule 625 : [+nas,+front,-round,-lo,+syl] > [-hi,-tense,-cons,-lat,+cont,.delrel] 
#ʃˈɛ̃n̪# | Rule 627 : j > ∅ / [+front,+cons] __ [+front,-hi,-lo,-tense,+syl]
#ʃˈɛ̃ː# | Rule 673 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#ʃɛ̃ː# | Rule 705 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʃɛ̃# | Rule 706 : [+syl,+long] > [-long,-splng] 
