Trajectory file for run 'run1'; etymon number :160:
#d̪ˈekimum# >>> #d̪im# ( Correct : #d̪im#) :
d̪ ˈe k i m u m 
#d̪ˈɛkɪmʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#d̪ˈɛkemom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#d̪ˈɛkemo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#d̪ˈɛkʲemo# | Rule 76 : [+hi,+back,-cont] > [+front] / __ [+cont,-lo,+front]
#d̪ˈɛcemo# | Rule 77 : [+back,+front] > [-back] 
#d̪ˈɛːcemo# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#d̪ˈie̯cemo# | Rule 169 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#d̪ˈie̯t͡sʲemo# | Rule 184 : {c;ɟ} > {t͡sʲ;d͡ʒ} 
#d̪ˈie̯t͡sʲəmo# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#d̪ˈie̯t͡sʲəmə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#d̪ˈie̯t͡sʲə̯mə̯# | Rule 273 : ə > ə̯ 
#d̪ˈie̯t͡sʲə̯mə# | Rule 303 : ə̯ > ə / ə̯ ( [-syl] )* __ #
#d̪ˈie̯t͡sʲmə# | Rule 308 : ə̯ > ∅ 
#d̪ˈie̯jt͡sʲmə# | Rule 417 : ∅ > j / e̯ __ t͡sʲ
#d̪ˈie̯jt͡smə# | Rule 545 : t͡sʲ > t͡s / [-nas] __ 
#d̪ˈijt͡smə# | Rule 556 : e̯ > ∅ / [+hi,+front,+tense,+prim] __ [-syl,-cons,+hi,-round]
#d̪ˈit͡smə# | Rule 557 : [-syl,-cons,+hi,-round] > ∅ / ˈi __ 
#d̪ˈismə# | Rule 594 : t͡s > s / __ [-cor,+cons]
#d̪ˈixmə# | Rule 595 : s > x / [-cons] __ [+cons]
#d̪ˈiːmə# | Rule 656 : [+syl] x > [+long] ∅/ __ [+cons]
#d̪ˈiːmə̯# | Rule 706 : ə > ə̯ / __ #
#d̪ˈiːm# | Rule 735 : ə̯ > ∅ 
#d̪iːm# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#d̪im# | Rule 750 : [+syl,+long] > [-long,-splng] 
