Trajectory file for run 'run1'; etymon number :1093:
#sˈeːt̪ɑm# >>> #sɛ# ( Correct : #swa#) :
s ˈeː t̪ ɑ m 
#sˈet̪ɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#sˈet̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˈeːt̪ɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#sˈeːt̪a# | Rule 201 : [+lo,+syl] > [+front,-back] 
#sˈeːd̪a# | Rule 360 : [-voi] > [+voi] / [-cons] __ [-cons]
#sˈeːða# | Rule 385 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ [-cons]
#sˈejða# | Rule 416 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#sˈejðə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#sˈojðə# | Rule 542 : [+front,+tense,-hi,-lo,+syl] > [+back,-front,+round,+lab] / __ j
#sˈujðə# | Rule 564 : [+round,+tense,+back] > [+hi] 
#sˈʌjðə# | Rule 604 : ˈu > ˈʌ / __ j [+ant,+voi,+cor,+distr] ( r ) ə #
#sˈʌjə# | Rule 608 : {θ;ð} > {∅;∅} 
#sˈajə# | Rule 617 : ˈʌ > ˈa 
#sˈaːjə# | Rule 703 : [+prim] > [+long] / __ ( j ) ə #
#sˈaːj# | Rule 705 : ə > ∅ / [+prim] ( j ) __ 
#sˈɛː# | Rule 707 : ˈaː j > ˈɛː / __ #
#sɛː# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#sɛ# | Rule 750 : [+syl,+long] > [-long,-splng] 
