Trajectory file for run 'run1'; etymon number :1073:
#sˌeːkˈuːrɑm# >>> #syʁ# ( Correct : #syʁ#) :
s ˌeː k ˈuː r ɑ m 
#sˌekˈurɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#sˌekˈurɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˌekˈuːrɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#sˌeɡˈuːrɑ# | Rule 133 : k > ɡ / [-cons] __ [+syl]
#sˌeɣˈuːrɑ# | Rule 135 : ɡ > ɣ / [-cons] __ [-cons]
#sˌeˈuːrɑ# | Rule 185 : ɣ > ∅ / __ [+tense,+round,+prim]
#sˌeˈuːra# | Rule 201 : [+lo,+syl] > [+front,-back] 
#sˌeˈʉːra# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#sˌeˈʉːrə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#sˌoˈʉːrə# | Rule 500 : ˌe > ˌo / __ [+hi,+round,+prim]
#sˌoˈyːrə# | Rule 504 : [+hi,+round,-back] > [+front] 
#sˌəˈyːrə# | Rule 536 : ˌo > ˌə / __ [+prim,+hi,+round,-back]
#sˈyːrə# | Rule 690 : ˌə > ∅ / __ [+syl]
#sˈyːrə̯# | Rule 706 : ə > ə̯ / __ #
#sˈyːr# | Rule 735 : ə̯ > ∅ 
#sˈyːʀ# | Rule 748 : r > ʀ 
#syːʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#syʀ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#syʁ# | Rule 756 : ʀ > ʁ 
