Trajectory file for run 'run1'; etymon number :637:
#mˌɑn̪sˈuːrɑm# >>> #mɑ̃syʁ# ( Correct : #mazyʁ#) :
m ˌɑ n̪ s ˈuː r ɑ m 
#mˌɑn̪sˈurɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#mˌɑn̪sˈurɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#mˌɑn̪sˈuːrɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#mˌan̪sˈuːra# | Rule 201 : [+lo,+syl] > [+front,-back] 
#mˌan̪sˈʉːra# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#mˌan̪sˈʉːrə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#mˌan̪sˈyːrə# | Rule 504 : [+hi,+round,-back] > [+front] 
#mˌãn̪sˈyːrə# | Rule 506 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#mˌãːsˈyːrə# | Rule 666 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#mˌãːsˈyːrə̯# | Rule 706 : ə > ə̯ / __ #
#mˌɑ̃ːsˈyːrə̯# | Rule 716 : [+lo,+long,+syl] > [+back,-front] 
#mˌɑ̃ːsˈyːr# | Rule 735 : ə̯ > ∅ 
#mˌɑ̃ːsˈyːʀ# | Rule 748 : r > ʀ 
#mɑ̃ːsyːʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mɑ̃syʀ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#mɑ̃syʁ# | Rule 756 : ʀ > ʁ 
