Trajectory file for run 'run1'; etymon number :856:
#pˈern̪ulɑm# >>> #pɛʁn̪l# ( Correct : #pɛʁl#) :
p ˈe r n̪ u l ɑ m 
#pˈɛrn̪ʊlɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɛrn̪olɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˈɛrn̪olɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈɛrn̪ola# | Rule 201 : [+lo,+syl] > [+front,-back] 
#pˈɛrn̪əla# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#pˈɛrn̪ə̯la# | Rule 273 : ə > ə̯ 
#pˈɛrn̪la# | Rule 308 : ə̯ > ∅ 
#pˈɛrn̪lə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#pˈɛrn̪lə̯# | Rule 706 : ə > ə̯ / __ #
#pˈɛɹn̪lə̯# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#pˈɛɹn̪l# | Rule 735 : ə̯ > ∅ 
#pˈɛrn̪l# | Rule 746 : ɹ > r 
#pˈɛʀn̪l# | Rule 748 : r > ʀ 
#pɛʀn̪l# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pɛʁn̪l# | Rule 756 : ʀ > ʁ 
