Trajectory file for run 'run1'; etymon number :134:
#brˈɑːkɑm# >>> #bʁɛ# ( Correct : #bʁɛ#) :
b r ˈɑː k ɑ m 
#brˈɑkɑm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#brˈɑkɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#brˈɑːkɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#brˈɑːɡɑ# | Rule 133 : k > ɡ / [-cons] __ [+syl]
#brˈɑːɣɑ# | Rule 135 : ɡ > ɣ / [-cons] __ [-cons]
#brˈaːɣa# | Rule 201 : [+lo,+syl] > [+front,-back] 
#brˈaːɣʲa# | Rule 239 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#brˈaːʝa# | Rule 252 : [+back,+front] > [-back] 
#brˈaːja# | Rule 389 : ʝ > j 
#brˈae̯ja# | Rule 416 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#brˈaja# | Rule 420 : e̯ > ∅ / ˈa __ [+front,+son,-syl]
#brˈajə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#brˈaːjə# | Rule 703 : [+prim] > [+long] / __ ( j ) ə #
#brˈaːj# | Rule 705 : ə > ∅ / [+prim] ( j ) __ 
#brˈɛː# | Rule 707 : ˈaː j > ˈɛː / __ #
#bʀˈɛː# | Rule 748 : r > ʀ 
#bʀɛː# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#bʀɛ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#bʁɛ# | Rule 756 : ʀ > ʁ 
