Trajectory file for run 'run1'; etymon number :419:
#kˌɑrˈoːn̪eɑm# >>> #ʃaʁɔɲ# ( Correct : #ʃaʁɔɲ#) :
k ˌɑ r ˈoː n̪ e ɑ m 
#kˌɑrˈoːn̪ɛɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#kˌɑrˈoːn̪jɑm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#kˌɑrˈoːn̪ʝɑm# | Rule 28 : j > ʝ / __ [+syl]
#kˌɑrˈon̪ʝɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#kˌɑrˈon̪ʝɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kˌɑrˈoɲɑ# | Rule 88 : [+nas,+cor] [+hi,+front,-syl,+voi,+cont] > ɲ
#kˌɑrˈoːɲɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#kˌɑrˈũːɲɑ# | Rule 168 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#kˌarˈũːɲa# | Rule 201 : [+lo,+syl] > [+front,-back] 
#kʲˌarˈũːɲa# | Rule 239 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#cˌarˈũːɲa# | Rule 252 : [+back,+front] > [-back] 
#t͡ʃˌarˈũːɲa# | Rule 261 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#t͡ʃˌarˈũɲa# | Rule 412 : [+syl] > [-long,-splng] / __ ɲ
#t͡ʃˌarˈũɲə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#ʃˌarˈũɲə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#ʃˌarˈũɲə̯# | Rule 706 : ə > ə̯ / __ #
#ʃˌarˈũɲ# | Rule 735 : ə̯ > ∅ 
#ʃˌaʀˈũɲ# | Rule 748 : r > ʀ 
#ʃaʀũɲ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʃaʀɔ̃ɲ# | Rule 751 : [+back,-lo,+nas,+syl] > ɔ̃ 
#ʃaʀɔɲ# | Rule 753 : [+syl,+nas] > [-nas] / __ [+nas,+cons]
#ʃaʁɔɲ# | Rule 756 : ʀ > ʁ 
