Trajectory file for run 'run1'; etymon number :1267:
#ˈursɑm# >>> #uʁs# ( Correct : #uʁs#) :
ˈu r s ɑ m 
#ˈʊrsɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈorsɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈorsɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈorsa# | Rule 201 : [+lo,+syl] > [+front,-back] 
#ˈorsə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#ˈursə# | Rule 564 : [+round,+tense,+back] > [+hi] 
#ˈursə̯# | Rule 706 : ə > ə̯ / __ #
#ˈuɹsə̯# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#ˈuɹs# | Rule 735 : ə̯ > ∅ 
#ˈurs# | Rule 746 : ɹ > r 
#ˈuʀs# | Rule 748 : r > ʀ 
#uʀs# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#uʁs# | Rule 756 : ʀ > ʁ 
