Trajectory file for run 'run1'; etymon number :68:
#ˌɑrkˈɑːrium# >>> #aʁʃe# ( Correct : #aʁʃe#) :
ˌɑ r k ˈɑː r i u m 
#ˌɑrkˈɑːrɪʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˌɑrkˈɑːrjʊm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#ˌɑrkˈɑːrʝʊm# | Rule 28 : j > ʝ / __ [+syl]
#ˌɑrkˈɑrʝʊm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#ˌɑrkˈɑrʝom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˌɑrkˈɑrʝo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˌɑrkˈɑrʲo# | Rule 178 : r ʝ > rʲ 
#ˌarkˈarʲo# | Rule 201 : [+lo,+syl] > [+front,-back] 
#ˌarkˈaːrʲo# | Rule 230 : [+prim] > [+long] / __ [+cons] [+syl]
#ˌarkʲˈaːrʲo# | Rule 239 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#ˌarkʲˈɛːrʲo# | Rule 248 : ˈaː > ˈɛː / [+cons,+front] __ rʲ
#ˌarkʲˈie̯rʲo# | Rule 249 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#ˌarcˈie̯rʲo# | Rule 252 : [+back,+front] > [-back] 
#ˌart͡ʃˈie̯rʲo# | Rule 261 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#ˌart͡ʃˈie̯rʲə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#ˌart͡ʃˈie̯rʲə̯# | Rule 273 : ə > ə̯ 
#ˌart͡ʃˈie̯rʲ# | Rule 308 : ə̯ > ∅ 
#ˌart͡ʃˈie̯jrʲ# | Rule 356 : ∅ > j / [-cons] __ rʲ
#ˌart͡ʃˈie̯rʲ# | Rule 358 : j > ∅ / [+syl] ( [-syl] )* ˈi e̯ __ rʲ
#ˌart͡ʃˈie̯r# | Rule 392 : rʲ > r 
#ˌart͡ʃjˈer# | Rule 596 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#ˌart͡ʃj?r# | Rule 613 : ˈe > ? / __ @
#ˌart͡ʃjˈer# | Rule 615 : ? > ˈe / [+syl] ( [-syl] )* __ r ( s ) #
#ˌarʃjˈer# | Rule 647 : [+delrel] > [+cont,.delrel] 
#ˌarʃˈer# | Rule 670 : j > ∅ / [+front,+cons] __ [+front,-hi,-lo,-round,+syl,-nas]
#ˌarʃˈeɹ# | Rule 727 : r > ɹ / [-cons] __ #
#ˌaɹʃˈeɹ# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#ˌaɹʃˈe# | Rule 744 : ɹ > ∅ / [+syl] ( [-syl] )* [-hi,+front,+tense,-lo] __ #
#ˌarʃˈe# | Rule 746 : ɹ > r 
#ˌaʀʃˈe# | Rule 748 : r > ʀ 
#aʀʃe# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#aʁʃe# | Rule 756 : ʀ > ʁ 
