Trajectory file for run 'run1'; etymon number :187:
#d̪ˈoːn̪ɑt̪# >>> #d̪ɔn̪# ( Correct : #d̪ɔn̪#) :
d̪ ˈoː n̪ ɑ t̪ 
#d̪ˈon̪ɑt̪# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#d̪ˈoːn̪ɑt̪# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#d̪ˈũːn̪ɑt̪# | Rule 168 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#d̪ˈũːn̪at̪# | Rule 201 : [+lo,+syl] > [+front,-back] 
#d̪ˈũːn̪aθ# | Rule 257 : {t̪;d̪} > {θ;ð} / [+syl] __ #
#d̪ˈũːn̪əθ# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#d̪ˈũːn̪ə# | Rule 608 : {θ;ð} > {∅;∅} 
#d̪ˈũːn̪ə̯# | Rule 706 : ə > ə̯ / __ #
#d̪ˈũːn̪# | Rule 735 : ə̯ > ∅ 
#d̪ũːn̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#d̪ũn̪# | Rule 750 : [+syl,+long] > [-long,-splng] 
#d̪ɔ̃n̪# | Rule 751 : [+back,-lo,+nas,+syl] > ɔ̃ 
#d̪ɔn̪# | Rule 753 : [+syl,+nas] > [-nas] / __ [+nas,+cons]
