Trajectory file for run 'run1'; etymon number :1112:
#sˌolid̪ˈɑːre# >>> #sud̪e# ( Correct : #sud̪e#) :
s ˌo l i d̪ ˈɑː r e 
#sˌɔlɪd̪ˈɑːrɛ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˌɔlɪd̪ˈɑrɛ# | Rule 56 : [+syl,+long] > [-long,-splng] 
#sˌɔled̪ˈɑrɛ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#sˌɔleðˈɑrɛ# | Rule 105 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#sˌɔleðˈɑːrɛ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#sˌɔleðˈaːrɛ# | Rule 201 : [+lo,+syl] > [+front,-back] 
#sˌɔləðˈaːrɛ# | Rule 269 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl,+lo,+prim]
#sˌɔləðˈaːrə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#sˌɔlə̯ðˈaːrə̯# | Rule 273 : ə > ə̯ 
#sˌɔlðˈaːr# | Rule 308 : ə̯ > ∅ 
#sˌɔld̪ˈaːr# | Rule 309 : ð > d̪ / [+lat] __ 
#sˌɔld̪ˈae̯r# | Rule 416 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#sˌold̪ˈae̯r# | Rule 431 : ˌɔ > ˌo 
#sˌoɫd̪ˈae̯r# | Rule 502 : [+lat] > [+back] / __ [+cons]
#sˌoɫd̪ˈeːr# | Rule 551 : {a e̯;ˌa e̯;ˈa e̯} > {eː;ˌeː;ˈeː} 
#sˌuɫd̪ˈeːr# | Rule 564 : [+round,+tense,+back] > [+hi] 
#sˌuwd̪ˈeːr# | Rule 582 : [+lat,+back] > w 
#sˌud̪ˈeːr# | Rule 583 : w > ∅ / [+syl,+hi,+round] __ 
#sˌud̪ˈeːɹ# | Rule 727 : r > ɹ / [-cons] __ #
#sˌud̪ˈeː# | Rule 744 : ɹ > ∅ / [+syl] ( [-syl] )* [-hi,+front,+tense,-lo] __ #
#sud̪eː# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#sud̪e# | Rule 750 : [+syl,+long] > [-long,-splng] 
