Trajectory file for run 'run1'; etymon number :928:
#pˈort̪ɑt̪# >>> #pɔʁt̪# ( Correct : #pɔʁt̪#) :
p ˈo r t̪ ɑ t̪ 
#pˈɔrt̪ɑt̪# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɔr̥t̪ɑt̪# | Rule 103 : [+ant,+cons] > [-voi] / __ t̪
#pˈɔrt̪ɑt̪# | Rule 104 : r̥ > r 
#pˈɔrt̪at̪# | Rule 201 : [+lo,+syl] > [+front,-back] 
#pˈɔrt̪aθ# | Rule 257 : {t̪;d̪} > {θ;ð} / [+syl] __ #
#pˈɔrt̪əθ# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#pˈɔrt̪ə# | Rule 608 : {θ;ð} > {∅;∅} 
#pˈɔrt̪ə̯# | Rule 706 : ə > ə̯ / __ #
#pˈɔɹt̪ə̯# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#pˈɔɹt̪# | Rule 735 : ə̯ > ∅ 
#pˈɔrt̪# | Rule 746 : ɹ > r 
#pˈɔʀt̪# | Rule 748 : r > ʀ 
#pɔʀt̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pɔʁt̪# | Rule 756 : ʀ > ʁ 
