Trajectory file for run 'run1'; etymon number :1156:
#sˈurd̪ɑm# >>> #suʁd̪# ( Correct : #suʁd̪#) :
s ˈu r d̪ ɑ m 
#sˈʊrd̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˈord̪ɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#sˈord̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˈord̪a# | Rule 201 : [+lo,+syl] > [+front,-back] 
#sˈord̪ə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#sˈurd̪ə# | Rule 564 : [+round,+tense,+back] > [+hi] 
#sˈurd̪ə̯# | Rule 706 : ə > ə̯ / __ #
#sˈuɹd̪ə̯# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#sˈuɹd̪# | Rule 735 : ə̯ > ∅ 
#sˈurd̪# | Rule 746 : ɹ > r 
#sˈuʀd̪# | Rule 748 : r > ʀ 
#suʀd̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#suʁd̪# | Rule 756 : ʀ > ʁ 
