Trajectory file for run 'run1'; etymon number :35:
#ˈɑkwilɑm# >>> #ɑj# ( Correct : #ɑj#) :
ˈɑ k w i l ɑ m 
#ˈɑkɣʷilɑm# | Rule 5 : {j;w} > {ʝ;ɣʷ} / __ [+syl]
#ˈɑkwilɑm# | Rule 6 : ɣʷ > w / [+back,+hi,+cons] __ 
#ˈɑkwɪlɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈɑkwelɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈɑkwelɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈɑːkwelɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#ˈɑːklɑ# | Rule 116 : w e > ∅ / [+syl] ( [-syl] )* [+hi,+back,+cons] __ [+cons] ( [-syl] )* [+syl]
#ˈɑːxlɑ# | Rule 118 : [+hi,+back,-cont] > [+cont,.delrel] / [-cons] __ [+cor,+cons]
#ˈaːxla# | Rule 201 : [+lo,+syl] > [+front,-back] 
#ˈaːçla# | Rule 209 : [+back,+hi,+cont,-son] > [-back,+front] / __ [+cor]
#ˈaːçʎa# | Rule 218 : [+lat] > ʎ / [+hi,+front,+cons] __ 
#ˈaːʎa# | Rule 250 : [+hi,+front,-lat,-syl] > ∅ / __ ʎ
#ˈaʎa# | Rule 410 : [+prim,-hi] > [-long,-splng] / __ ʎ
#ˈaʎə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#ˈaːʎə# | Rule 704 : [+lo,+syl] > [+long] / __ ʎ ə #
#ˈaːʎə̯# | Rule 706 : ə > ə̯ / __ #
#ˈɑːʎə̯# | Rule 716 : [+lo,+long,+syl] > [+back,-front] 
#ˈɑːʎ# | Rule 735 : ə̯ > ∅ 
#ɑːʎ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ɑʎ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#ɑj# | Rule 757 : ʎ > j 
