Trajectory file for run 'run1'; etymon number :626:
#mˈɑkulɑm# >>> #mɑj# ( Correct : #mɑj#) :
m ˈɑ k u l ɑ m 
#mˈɑkʊlɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˈɑklɑm# | Rule 33 : {ʊ;o} > {∅;∅} / [+prim] ( [-syl] )* [-cont] __ [+lat] [+syl] ( [-syl] ) #
#mˈɑklɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#mˈɑːklɑ# | Rule 113 : [+prim] > [+long] / __ [-cont] [+cons,+son,-nas]
#mˈɑːxlɑ# | Rule 118 : [+hi,+back,-cont] > [+cont,.delrel] / [-cons] __ [+cor,+cons]
#mˈaːxla# | Rule 201 : [+lo,+syl] > [+front,-back] 
#mˈaːçla# | Rule 209 : [+back,+hi,+cont,-son] > [-back,+front] / __ [+cor]
#mˈaːçʎa# | Rule 218 : [+lat] > ʎ / [+hi,+front,+cons] __ 
#mˈaːʎa# | Rule 250 : [+hi,+front,-lat,-syl] > ∅ / __ ʎ
#mˈaʎa# | Rule 410 : [+prim,-hi] > [-long,-splng] / __ ʎ
#mˈaʎə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#mˈaːʎə# | Rule 704 : [+lo,+syl] > [+long] / __ ʎ ə #
#mˈaːʎə̯# | Rule 706 : ə > ə̯ / __ #
#mˈɑːʎə̯# | Rule 716 : [+lo,+long,+syl] > [+back,-front] 
#mˈɑːʎ# | Rule 735 : ə̯ > ∅ 
#mɑːʎ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mɑʎ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#mɑj# | Rule 757 : ʎ > j 
