Trajectory file for run 'run1'; etymon number :257:
#fˌimˈɑːrium# >>> #fymje# ( Correct : #fymje#) :
f ˌi m ˈɑː r i u m 
#fˌɪmˈɑːrɪʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#fˌɪmˈɑːrjʊm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#fˌɪmˈɑːrʝʊm# | Rule 28 : j > ʝ / __ [+syl]
#fˌɪmˈɑrʝʊm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#fˌemˈɑrʝom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#fˌemˈɑrʝo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#fˌemˈɑrʲo# | Rule 178 : r ʝ > rʲ 
#fˌemˈarʲo# | Rule 201 : [+lo,+syl] > [+front,-back] 
#fˌemˈaːrʲo# | Rule 230 : [+prim] > [+long] / __ [+cons] [+syl]
#fˌemˈaːrʲə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#fˌemˈaːrʲə̯# | Rule 273 : ə > ə̯ 
#fˌemˈaːrʲ# | Rule 308 : ə̯ > ∅ 
#fˌemˈaːjrʲ# | Rule 356 : ∅ > j / [-cons] __ rʲ
#fˌemjˈaːrʲ# | Rule 357 : ˈaː j > j ˈaː / [+syl] ( [-syl] )* __ rʲ
#fˌemjˈɛːrʲ# | Rule 380 : [+lo,+syl,+prim] > [-lo,+front,-tense,-cons,-lat,+cont,.delrel] / [+front,-syl] __ rʲ #
#fˌemjˈie̯rʲ# | Rule 382 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#fˌemˈie̯rʲ# | Rule 383 : j > ∅ / [+syl] [-syl] ( [-syl] )* __ ˈi e̯ rʲ
#fˌemˈie̯r# | Rule 392 : rʲ > r 
#fˌəmˈie̯r# | Rule 513 : ˌe > ˌə / __ [+nas,+ant,+cons] [+syl]
#fˌəmjˈer# | Rule 596 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#fˌəmj?r# | Rule 613 : ˈe > ? / __ @
#fˌəmjˈer# | Rule 615 : ? > ˈe / [+syl] ( [-syl] )* __ r ( s ) #
#fˌə̃mjˈer# | Rule 626 : [+syl,-front] > [+nas,+son,.delrel] / __ [+nas,-syl]
#fˌəmjˈer# | Rule 652 : {ə̃;ˌə̃} > {ə;ˌə} 
#fˌømjˈer# | Rule 655 : {ə;ˌə;ˈɛ} > {ø;ˌø;ˈø} / [+lab,+cons,-voi] __ [+lab,+cons,+voi]
#fˌymjˈer# | Rule 687 : [+front,+round,+tense,-prim] > [+hi] / __ [+lab,+cons]
#fˌymjˈeɹ# | Rule 727 : r > ɹ / [-cons] __ #
#fˌymjˈe# | Rule 744 : ɹ > ∅ / [+syl] ( [-syl] )* [-hi,+front,+tense,-lo] __ #
#fymje# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
