Trajectory file for run 'run1'; etymon number :203:
#d̪ˈuːrum# >>> #d̪yʁ# ( Correct : #d̪yʁ#) :
d̪ ˈuː r u m 
#d̪ˈuːrʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#d̪ˈurʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#d̪ˈurom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#d̪ˈuro# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#d̪ˈuːro# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#d̪ˈʉːro# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#d̪ˈʉːrə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#d̪ˈʉːrə̯# | Rule 273 : ə > ə̯ 
#d̪ˈʉːr# | Rule 308 : ə̯ > ∅ 
#d̪ˈyːr# | Rule 504 : [+hi,+round,-back] > [+front] 
#d̪ˈyːɹ# | Rule 727 : r > ɹ / [-cons] __ #
#d̪ˈyːr# | Rule 746 : ɹ > r 
#d̪ˈyːʀ# | Rule 748 : r > ʀ 
#d̪yːʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#d̪yʀ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#d̪yʁ# | Rule 756 : ʀ > ʁ 
