etymID,initial forms,result, gold
1147,#sˌuːd̪ˈoːrem#,#syuʀ#,#sɥœʁ#
1148,#suˌessiˈoːn̪is#,#swiwjsœ̃ː#,#swasɔ̃#
1149,#sˈukkum#,#suk#,#sɔk#
1150,#sˈummɑm#,#sym#,#som#
1151,#sˌummˈɑːrium#,#symiwjʀ#,#sɔmje#
1152,#sˈun̪t̪#,#sœ̃ː#,#sɔ̃#
1153,#sˌuperˈɑːn̪um#,#səwʀjɛ̃ː#,#suvʁɛ̃#
1154,#sˌuperkˈilium#,#suve̯ʀsɛj#,#suʁsi#
1155,#sˈuppɑm#,#sɔp#,#sup#
1156,#sˈurd̪ɑm#,#suʀd̪#,#suʁd̪#
1157,#sˈurd̪um#,#suʀ#,#suʁ#
1158,#sˈuːrsum#,#syː#,#sy#
1159,#sˌuspekt̪iˈoːn̪em#,#suːpwjsœ̃ː#,#supsɔ̃#
1160,#suˌum#,#swœ̃ː#,#sɔ̃#
1161,#t͡srˈokn̪ɑm#,#sʀywjn̪#,#fʁɔɲ#
1162,#t͡sˈukkɑm#,#suk#,#suʃ#
1163,#t̪ˌɑbˈern̪ɑm#,#t̪avaʀn̪#,#t̪avɛʁn̪#
1164,#t̪ˌɑbˈoːn̪em#,#t̪œ̃ː#,#t̪ɑ̃#
1165,#t̪ˈɑbulɑm#,#t̪jɛbw#,#t̪abl#
1166,#t̪ˈɑkkɑm#,#t̪ak#,#t̪aʃ#
1167,#t̪ˌɑkkˈoːn̪em#,#t̪akœ̃ː#,#t̪akɔ̃#
1168,#t̪ˌɑksoːn̪ˈɑːriɑm#,#t̪ɛːʀn̪iwjʀ#,#t̪an̪jɛʁ#
1169,#t̪ˌɑksˈoːn̪em#,#t̪ɛːsœ̃ː#,#t̪ɛsɔ̃#
1170,#t̪ˌɑkˈuːt̪um#,#t̪yː#,#t̪y#
1171,#t̪ˈɑːlem#,#t̪jø#,#t̪ɛl#
1172,#t̪ˌɑliˈɑːre#,#t̪ajjaʀ#,#t̪aje#
1173,#t̪ˌɑlˈoːn̪em#,#t̪oːœ̃ː#,#t̪alɔ̃#
1174,#t̪ˈɑlpɑm#,#t̪oːp#,#t̪op#
1175,#t̪ˌɑlˈuːt̪um#,#t̪oːy#,#t̪aly#
1176,#t̪ˌɑmˈesium#,#t̪amiwj#,#t̪ami#
1177,#t̪ˈɑn̪n̪um#,#t̪ɑ̃ː#,#t̪ɑ̃#
1178,#t̪ˈɑn̪t̪um#,#t̪ɑ̃ː#,#t̪ɑ̃#
1179,#t̪ˈɑrd̪ɑm#,#t̪aʀd̪#,#t̪aʁd̪#
1180,#t̪ˈɑrd̪um#,#t̪aʀ#,#t̪aʁ#
1181,#t̪ˈeː#,#t̪wa#,#t̪wa#
1182,#t̪ʰˈeːkɑm#,#t̪ujj#,#t̪ɛ#
1183,#t̪ˈeːkt̪um#,#t̪wa#,#t̪wa#
1184,#t̪ˈeːlɑm#,#t̪wɛː#,#t̪wal#
1185,#t̪ˌempˈest̪ɑ#,#t̪ɑ̃ːpɛːt̪#,#t̪ɑ̃pɛt̪#
1186,#t̪ˈempus#,#t̪ɑ̃ː#,#t̪ɑ̃#
1187,#t̪ˌen̪ˈɑkulɑ#,#t̪an̪jɛj#,#t̪ən̪ɑj#
1188,#t̪ˈen̪d̪ere#,#t̪ɑ̃ːʀ#,#t̪ɑ̃d̪ʁ#
1189,#t̪ˈen̪eɑt̪#,#t̪jɛɲ#,#t̪jɛn̪#
1190,#t̪ˈen̪en̪t̪#,#t̪jɛ̃ː#,#t̪jɛn̪#
1191,#t̪ˈen̪eo#,#t̪jɛ̃ː#,#t̪jɛ̃#
1192,#t̪ˈen̪erum#,#t̪ɑ̃ːʀ#,#t̪ɑ̃d̪ʁ#
1193,#t̪ˈen̪et#,#t̪jɛ̃ː#,#t̪jɛ̃#
1194,#t̪ˌen̪ˈiːre#,#t̪an̪iʀ#,#t̪ən̪iʁ#
1195,#t̪ˈeːn̪sɑm#,#t̪waz#,#t̪waz#
1196,#t̪ˌen̪t̪iˈɑːre#,#t̪ɑ̃ːsjaʀ#,#t̪ɑ̃se#
1197,#t̪ˈepid̪um#,#t̪ɛ#,#t̪jɛd̪#
1198,#t̪ˌerrˈeːn̪um#,#t̪ɑːʀʀɑ̃ː#,#t̪əʁɛ̃#
1199,#t̪ˈerrɑm#,#t̪ɑːʀ#,#t̪ɛʁ#
1200,#t̪ˈert̪iɑm#,#t̪jɛr̥#,#t̪jɛʁs#
1201,#t̪ˈert̪ium#,#t̪jɛr̥#,#t̪jɛʁ#
1202,#t̪ˌest̪imˈoːn̪ium#,#t̪ɛːmœ̃jn̪#,#t̪emwɛ̃#
1203,#t̪ˈest̪ɑm#,#t̪ɛːt̪#,#t̪ɛt̪#
1204,#t̪ˈest̪um#,#t̪ɛː#,#t̪ɛ#
1205,#t̪ˈiːbiɑm#,#t̪i#,#t̪iʒ#
1206,#t̪ˌiːmˈoːn̪em#,#t̪imœ̃ː#,#t̪imɔ̃#
1207,#t̪ˈin̪kɑm#,#t̪ɑ̃ː#,#t̪ɑ̃ʃ#
1208,#t̪ˌiːt̪iˈoːn̪em#,#t̪izʲœ̃ː#,#t̪izɔ̃#
1209,#t̪ˌoːn̪siˈoːn̪em#,#t̪wasœ̃ː#,#t̪wazɔ̃#
1210,#t̪ˈon̪it̪rum#,#œn̪waʀ#,#t̪ɔn̪ɛʁ#
1211,#t̪ˈorkɑm#,#t̪ɔʀ#,#t̪ɔʁʃ#
1212,#t̪ˌormˈen̪t̪ɑ#,#t̪uʀmɑ̃ːt̪#,#t̪uʁmɑ̃t̪#
1213,#t̪ˌormˈen̪t̪um#,#t̪uʀmɑ̃ː#,#t̪uʁmɑ̃#
1214,#t̪ˌorn̪ˈɑːre#,#t̪uʀn̪jaʀ#,#t̪uʁn̪e#
1215,#t̪ˌorn̪ɑːt̪ˈuːrɑm#,#t̪uʀn̪yːʀ#,#t̪uʁn̪yʁ#
1216,#t̪ˈorsum#,#t̪ɔ#,#t̪ɔʁ#
1217,#t̪ˌort̪ˈiːkium#,#t̪ur̥t̪i#,#t̪ɔʁt̪i#
1218,#t̪ˈort̪um#,#t̪ɔr̥#,#t̪ɔʁ#
1219,#t̪ˌort̪ˈuːrɑm#,#t̪ur̥t̪yːʀ#,#t̪ɔʁt̪yʁ#
1220,#t̪ˈost̪um#,#t̪oː#,#t̪o#
1221,#t̪ˈoːt̪t̪ɑm#,#t̪ut̪#,#t̪ut̪#
1222,#t̪ˈoːt̪t̪ɑːs#,#t̪ut̪#,#t̪ut̪#
1223,#t̪ˈoːt̪t̪oːs#,#t̪u#,#t̪us#
1224,#t̪ˈoːt̪t̪um#,#t̪u#,#t̪u#
1225,#t̪rˈɑːd̪it̪or#,#ʀad̪ʀ#,#t̪ʁɛt̪ʁ#
1226,#t̪rˈɑɡere#,#ʀiwjʀ#,#t̪ʁɛʁ#
1227,#t̪rˌɑkt̪ˈɑːre#,#ʀɛːt̪jaʀ#,#t̪ʁɛt̪e#
1228,#t̪rˈɑkt̪um#,#ʀɛː#,#t̪ʁɛ#
1229,#t̪rˈɑːn̪s#,#ʀjɛ#,#t̪ʁɛ#
1230,#t̪rˈɑwkum#,#ʀu#,#t̪ʁu#
1231,#t̪rˌemulˈɑːre#,#ʀamwjaʀ#,#t̪ʁɑ̃ble#
1232,#t̪rˈemulum#,#ʀjɛmw#,#t̪ʁɑ̃bl#
1233,#t̪rˈeːs#,#ʀwa#,#t̪ʁwa#
1234,#t̪rˈiɸɸolum#,#ʀɛɸɸw#,#t̪ʁɛfl#
1235,#t̪rˌiɡˈin̪t̪ɑm#,#ʀɑ̃ːt̪#,#t̪ʁɑ̃t̪#
1236,#t̪rˈikɑssae̯#,#ʀujj#,#t̪ʁwa#
1237,#t̪rˈikʰilɑ#,#ʀwaj#,#t̪ʁɛj#
1238,#t̪rˌimˈod̪iɑm#,#ʀamye̯#,#t̪ʁemi#
1239,#t̪rˌin̪kˈɑːre#,#ʀɑ̃ːʃjaʀ#,#t̪ʁɑ̃ʃe#
1240,#t̪rˈoɡiɑm#,#ʀye̯#,#t̪ʁɥi#
1241,#t̪rˈokt̪ɑm#,#ʀywj#,#t̪ʁɥit̪#
1242,#t̪rˌopˈɑːre#,#ʀuvjaʀ#,#t̪ʁuve#
1243,#t̪rˌopɑːt̪ˈoːrem#,#ʀuvuːʀ#,#t̪ʁuvœʁ#
1244,#t̪rˌuːɡˈɑn̪t̪um#,#ʀjɑ̃ː#,#t̪ʁyɑ̃#
1245,#t̪rˈuɡn̪ɑm#,#ʀœ̃ːjn̪#,#t̪ʁɔɲ#
1246,#t̪rˈun̪kum#,#ʀœ̃ːk#,#t̪ʁɔ̃#
1247,#t̪ˈuː#,#t̪yː#,#t̪y#
1248,#t̪uˌɑ#,#t̪wa#,#t̪a#
1249,#t̪uˌɑːs#,#t̪wa#,#t̪e#
1250,#t̪ˌurbulˈɑːre#,#t̪uʀbwjaʀ#,#t̪ʁuble#
1251,#t̪ˈun̪n̪ɑm#,#yn̪#,#t̪ɔn̪#
1252,#t̪ˈurrem#,#t̪uːʀʀ#,#t̪uʁ#
1253,#t̪ˈurt̪ɑm#,#t̪ur̥t̪#,#t̪uʁt̪#
1254,#t̪ˌurt̪urˈellɑm#,#t̪ur̥ʀoːw#,#t̪uʁt̪əʁɛl#
1255,#t̪ˈussem#,#t̪u#,#t̪u#
1256,#t̪uˌum#,#t̪wœ̃ː#,#t̪ɔ̃#
1257,#ˌubiː#,#uf#,#u#
1258,#ˈumbrɑm#,#œ̃ːʀ#,#ɔ̃bʁ#
1259,#ˈumkwɑm#,#œ̃ː#,#ɔ̃k#
1260,#ˈuːn̪ɑm#,#yːn̪#,#yn̪#
1261,#ˈun̪d̪ɑm#,#œ̃ːd̪#,#ɔ̃d̪#
1262,#ˈun̪d̪ekim#,#œ̃ːd̪e̯#,#ɔ̃z#
1263,#ˌun̪iˈoːn̪em#,#œ̃j̃ɲœ̃ː#,#ɔɲɔ̃#
1264,#ˈun̪ɡulɑm#,#œ̃ː#,#ɔ̃ɡl#
1265,#ˈun̪kiɑm#,#œ̃ː#,#ɔ̃s#
1266,#ˈuːn̪um#,#œ̃ː#,#œ̃#
1267,#ˈursɑm#,#us#,#uʁs#
1268,#ˈursum#,#u#,#uʁs#
1269,#ˈuːst̪ium#,#ɥi#,#ɥi#
1270,#wˌɑlˈen̪t̪iɑm#,#voːjɛ̃ː#,#valɑ̃s#
1271,#wˌɑlˈeːre#,#voːaʀ#,#valwaʁ#
1272,#wˈɑllem#,#voːw#,#val#
1273,#wˈɑlleːs#,#voː#,#vo#
1274,#wˌɑlˈoːrem#,#voːuʀ#,#valœʁ#
1275,#wˈɑkkɑm#,#vak#,#vaʃ#
1276,#wˈɑːn̪ɑm#,#vjɛn̪#,#vɛn̪#
1277,#wˌɑːn̪it̪ˈɑːre#,#vɑ̃ːt̪jaʀ#,#vɑ̃t̪e#
1278,#wˈɑn̪nˌellum#,#vɑ̃ːnoːw#,#van̪o#
1279,#wˈɑːn̪um#,#vjɛ̃ː#,#vɛ̃#
1280,#wˈɑrium#,#viwjʀ#,#vɛʁ#
1281,#wˌɑrrˈen̪n̪ɑm#,#vɑːʀʀɑ̃n̪#,#vaʁɛn̪#
1282,#wˌɑːskˈellɑm#,#vɛːsoːw#,#vɛsɛl#
1283,#wˌɑːskˈellum#,#vɛːsoːw#,#vɛso#
1284,#wˌɑssellˈit̪t̪um#,#vase̯wjɛ#,#vale#
1285,#wˌeːkˈiːn̪ɑm#,#vzʲiːn̪#,#vwazin̪#
1286,#wˌeːkˈiːn̪um#,#vzʲɛ̃ː#,#vwazɛ̃#
1287,#wˈekt̪em#,#viwj#,#vi#
1288,#wˌekt̪ˈuːrɑm#,#viwjt̪yːʀ#,#vwat̪yʁ#
1289,#wˈeːlɑm#,#vwɛː#,#vwal#
1290,#wˈelt̪rɑɡum#,#voːʀ#,#vot̪ʁ#
1291,#wˌeːn̪ɑːt̪ˈoːrem#,#van̪uːʀ#,#vən̪œʁ#
1292,#wˈen̪d̪ere#,#vɑ̃ːʀ#,#vɑ̃d̪ʁ#
1293,#wˌen̪erisd̪ˈiːem#,#vɑ̃ːd̪iː#,#vɑ̃d̪ʁəd̪i#
1294,#wˌen̪ˈiːre#,#van̪iʀ#,#vən̪iʁ#
1295,#wˈen̪n̪ɑm#,#vɑ̃n̪#,#van̪#
1296,#wˈen̪t̪um#,#vɑ̃ː#,#vɑ̃#
1297,#wˈeːrɑ#,#vwaʀ#,#vwaʁ#
1298,#wˌeːrˈɑːkɑm#,#vaʀiwj#,#vʁɛ#
1299,#wˌeːrˈɑːkum#,#vaʀu#,#vʁɛ#
1300,#wˌerbˈeːn̪ae̯#,#vaʀbɑ̃ː#,#vɛʁvɛn̪#
1301,#wˌereːkˈun̪d̪iɑm#,#vʀœ̃ːjn̪#,#vɛʁɡɔɲ#
1302,#wˌermˈikulum#,#vaʀmɛj#,#vɛʁmɛj#
1303,#wˈern̪um#,#vaʀn̪#,#vɛʁn̪#
1304,#wˌerrˈuːkɑm#,#vɑːʀʀyː#,#veʁy#
1305,#wˈersum#,#vɛ#,#vɛʁ#
1306,#wˌert̪ɑbˈellɑm#,#vr̥t̪əvoːw#,#vɛʁt̪əvɛl#
1307,#wˈerwɑm#,#vaʀv#,#vɛʁv#
1308,#wˌest̪iːmˈen̪t̪um#,#v?mɑ̃ː#,#vɛt̪mɑ̃#
1309,#wˌest̪ˈiːre#,#v?t̪iʀ#,#vɛt̪iʁ#
1310,#wˈet̪ulɑm#,#vjɛj#,#vjɛj#
1311,#wˈet̪ulɑːs#,#vjɛj#,#vjɛj#
1312,#wˈet̪uloːs#,#vjø#,#vjø#
1313,#wˈet̪ulum#,#vjɛj#,#vjɛj#
1314,#wˈet̪ulus#,#vjø#,#vjø#
1315,#wˈiɑm#,#vwɛː#,#vwa#
1316,#wˌiˈɑːt̪ikum#,#vɛjɛt̪#,#vwajaʒ#
1317,#wˌid̪ˈeːre#,#vaʀ#,#vwaʁ#
1318,#wˌid̪ˈubium#,#vɔ#,#vuʒ#
1319,#wˈid̪wɑm#,#vɛd̪v#,#vœv#
1320,#wˈid̪wum#,#vwa#,#vœf#
1321,#wˌiɡilˈɑːre#,#vəwjaʀ#,#vɛje#
1322,#wˌiɡˈiliɑm#,#vwaj#,#vɛj#
1323,#wˌiːɡˈin̪t̪i#,#vjɑ̃ː#,#vɛ̃#
1324,#wˌikˈɑːrium#,#vɛjiwjʀ#,#vwaje#
1325,#wˈiːlem#,#viː#,#vil#
1326,#wˈiːllɑm#,#viw#,#vil#
1327,#wˌiːllˈɑːn̪ɑm#,#viwjɛn̪#,#vilɛn̪#
1328,#wˌiːllˈɑːn̪um#,#viwjɛ̃ː#,#vilɛ̃#
1329,#wˌillˈuːt̪ɑm#,#vəwwyː#,#vəly#
1330,#wˌillˈuːt̪um#,#vəwwy#,#vəly#
1331,#wˌin̪d̪ˈeːmiɑm#,#vɑ̃ːd̪ɑ̃ː#,#vɑ̃d̪ɑ̃ʒ#
1332,#wˌin̪d̪ˈeːsiɑm#,#vɑ̃ːd̪wa#,#vɑ̃d̪waz#
1333,#wˌin̪d̪ikˈɑːre#,#vɑ̃ːʝjaʀ#,#vɑ̃ʒe#
1334,#wˈiːn̪eɑm#,#vɛ̃ː#,#viɲ#
1335,#wˈiːn̪um#,#vɛ̃ː#,#vɛ̃#
1336,#wˌiːrˈɑːre#,#viʀjaʀ#,#viʁe#
1337,#wˈirɡɑm#,#vaʀ#,#vɛʁʒ#
1338,#wˈirid̪em#,#vaʀ#,#vɛʁ#
1339,#wˌirt̪ˈuːt̪em#,#vr̥t̪y#,#vɛʁt̪y#
1340,#wˈiːt̪ɑm#,#viː#,#vi#
1341,#wˌit̪ˈellum#,#voːw#,#vo#
1342,#wˈit̪rum#,#vwaʀ#,#vɛʁ#
1343,#wˈiːwɑm#,#viːv#,#viv#
1344,#wˌiːwˈɑn̪d̪ɑm#,#vivɑ̃ːd̪#,#vjɑ̃d̪#
1345,#wˈiːwere#,#viːwʀ#,#vivʁ#
1346,#wˈiːwum#,#viw#,#vif#
1347,#wˌolˈɑːt̪ikum#,#uwjɛt̪#,#vɔlaʒ#
1348,#wˌolˈeːre#,#uwaʀ#,#vulwaʁ#
1349,#wˌolˌon̪t̪ˈɑːt̪em#,#uwœ̃ːt̪jɛ#,#volɔ̃t̪e#
1350,#wˈolwit̪ɑm#,#ut̪#,#vut̪#
1351,#wˌokit̪ˈɑːre#,#wad̪jaʀ#,#vid̪e#
1352,#wˌoːs#,#u#,#vu#
1353,#wˈost̪rɑ#,#oːʀ#,#vɔt̪ʁ#
1354,#wˈost̪rum#,#oːʀ#,#vɔt̪ʁ#
1355,#wˌoːt̪ˈɑːre#,#wajaʀ#,#vwe#
1356,#wˈoːt̪um#,#ø#,#vø#
