Trajectory file for run 'run1'; etymon number :427:
#kˈɑrrum# >>> #ʃaʁ# ( Correct : #ʃaʁ#) :
k ˈɑ r r u m 
#kˈɑrrʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#kˈɑrrom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#kˈɑrro# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kˈarro# | Rule 201 : [+lo,+syl] > [+front,-back] 
#kʲˈarro# | Rule 239 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#cˈarro# | Rule 252 : [+back,+front] > [-back] 
#t͡ʃˈarro# | Rule 261 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#t͡ʃˈarrə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#t͡ʃˈarrə̯# | Rule 273 : ə > ə̯ 
#t͡ʃˈarr# | Rule 308 : ə̯ > ∅ 
#t͡ʃˈar# | Rule 605 : r r > r 
#ʃˈar# | Rule 647 : [+delrel] > [+cont,.delrel] 
#ʃˈaɹ# | Rule 727 : r > ɹ / [-cons] __ #
#ʃˈar# | Rule 746 : ɹ > r 
#ʃˈaʀ# | Rule 748 : r > ʀ 
#ʃaʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʃaʁ# | Rule 756 : ʀ > ʁ 
