Trajectory file for run 'run1'; etymon number :259:
#fˈin̪d̪it̪ɑm# >>> #fɑ̃t̪# ( Correct : #fɑ̃t̪#) :
f ˈi n̪ d̪ i t̪ ɑ m 
#fˈɪn̪d̪ɪt̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈen̪d̪et̪ɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#fˈen̪d̪et̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#fˈen̪d̪ə̯t̪ɑ# | Rule 93 : e > ə̯ / [+cont,+cons] [-delrel] __ t̪ [+syl] #
#fˈen̪d̪ə̯t̪a# | Rule 201 : [+lo,+syl] > [+front,-back] 
#fˈen̪d̪t̪a# | Rule 308 : ə̯ > ∅ 
#fˈen̪d̪t̪ə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#fˈen̪t̪ə# | Rule 474 : [+cons] > ∅ / [+cons] __ [-son]
#fˈẽn̪t̪ə# | Rule 519 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#fˈɛ̃n̪t̪ə# | Rule 573 : [+front,-hi,-lo,+syl,+nas] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈãn̪t̪ə# | Rule 578 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#fˈãːt̪ə# | Rule 666 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#fˈãːt̪ə̯# | Rule 706 : ə > ə̯ / __ #
#fˈɑ̃ːt̪ə̯# | Rule 716 : [+lo,+long,+syl] > [+back,-front] 
#fˈɑ̃ːt̪# | Rule 735 : ə̯ > ∅ 
#fɑ̃ːt̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#fɑ̃t̪# | Rule 750 : [+syl,+long] > [-long,-splng] 
