Trajectory file for run 'run1'; etymon number :926:
#pˈort̪ɑm# >>> #pɔʁt̪# ( Correct : #pɔʁt̪#) :
p ˈo r t̪ ɑ m 
#pˈɔrt̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈɔrt̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˈɔr̥t̪ɑ# | Rule 103 : [+ant,+cons] > [-voi] / __ t̪
#pˈɔrt̪ɑ# | Rule 104 : r̥ > r 
#pˈɔrt̪a# | Rule 201 : [+lo,+syl] > [+front,-back] 
#pˈɔrt̪ə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#pˈɔrt̪ə̯# | Rule 706 : ə > ə̯ / __ #
#pˈɔɹt̪ə̯# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#pˈɔɹt̪# | Rule 735 : ə̯ > ∅ 
#pˈɔrt̪# | Rule 746 : ɹ > r 
#pˈɔʀt̪# | Rule 748 : r > ʀ 
#pɔʀt̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pɔʁt̪# | Rule 756 : ʀ > ʁ 
