Trajectory file for run 'run1'; etymon number :201:
#d̪ˈuːrɑːs# >>> #d̪yʁ# ( Correct : #d̪yʁ#) :
d̪ ˈuː r ɑː s 
#d̪ˈurɑːs# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#d̪ˈurɑs# | Rule 56 : [+syl,+long] > [-long,-splng] 
#d̪ˈuːrɑs# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#d̪ˈuːras# | Rule 201 : [+lo,+syl] > [+front,-back] 
#d̪ˈʉːras# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#d̪ˈʉːrəs# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#d̪ˈyːrəs# | Rule 504 : [+hi,+round,-back] > [+front] 
#d̪ˈyːrə# | Rule 733 : [-son] > ∅ / __ #
#d̪ˈyːʀə# | Rule 748 : r > ʀ 
#d̪yːʀə# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#d̪yʀə# | Rule 750 : [+syl,+long] > [-long,-splng] 
#d̪yʁə# | Rule 756 : ʀ > ʁ 
#d̪yʁ# | Rule 759 : ə > ∅ / [+syl] ( [-syl] )* __ #
