Trajectory file for run 'run1'; etymon number :513:
#krˈust̪ɑm# >>> #kʁut̪# ( Correct : #kʁut̪#) :
k r ˈu s t̪ ɑ m 
#krˈʊst̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#krˈost̪ɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#krˈost̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#krˈost̪a# | Rule 201 : [+lo,+syl] > [+front,-back] 
#krˈost̪ə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#krˈust̪ə# | Rule 564 : [+round,+tense,+back] > [+hi] 
#krˈuxt̪ə# | Rule 595 : s > x / [-cons] __ [+cons]
#krˈuːt̪ə# | Rule 656 : [+syl] x > [+long] ∅/ __ [+cons]
#krˈuːt̪ə̯# | Rule 706 : ə > ə̯ / __ #
#krˈuːt̪# | Rule 735 : ə̯ > ∅ 
#kʀˈuːt̪# | Rule 748 : r > ʀ 
#kʀuːt̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#kʀut̪# | Rule 750 : [+syl,+long] > [-long,-splng] 
#kʁut̪# | Rule 756 : ʀ > ʁ 
