Trajectory file for run 'run1'; etymon number :581:
#lˈen̪d̪it̪em# >>> #lɑ̃t̪# ( Correct : #lɑ̃t̪#) :
l ˈe n̪ d̪ i t̪ e m 
#lˈɛn̪d̪ɪt̪ɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#lˈɛn̪d̪et̪ɛm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#lˈɛn̪d̪et̪ɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#lˈɛn̪d̪ə̯t̪ɛ# | Rule 93 : e > ə̯ / [+cont,+cons] [-delrel] __ t̪ [+syl] #
#lˈɛn̪d̪ə̯t̪ə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#lˈɛn̪d̪ə̯t̪ə̯# | Rule 273 : ə > ə̯ 
#lˈɛn̪d̪ə̯t̪ə# | Rule 303 : ə̯ > ə / ə̯ ( [-syl] )* __ #
#lˈɛn̪d̪t̪ə# | Rule 308 : ə̯ > ∅ 
#lˈɛn̪t̪ə# | Rule 474 : [+cons] > ∅ / [+cons] __ [-son]
#lˈɛ̃n̪t̪ə# | Rule 519 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#lˈãn̪t̪ə# | Rule 578 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#lˈãːt̪ə# | Rule 666 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#lˈãːt̪ə̯# | Rule 706 : ə > ə̯ / __ #
#lˈɑ̃ːt̪ə̯# | Rule 716 : [+lo,+long,+syl] > [+back,-front] 
#lˈɑ̃ːt̪# | Rule 735 : ə̯ > ∅ 
#lɑ̃ːt̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#lɑ̃t̪# | Rule 750 : [+syl,+long] > [-long,-splng] 
