Trajectory file for run 'run1'; etymon number :256:
#fˈiːlum# >>> #fil# ( Correct : #fil#) :
f ˈiː l u m 
#fˈiːlʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#fˈilʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#fˈilom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#fˈilo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#fˈiːlo# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#fˈiːlə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#fˈiːlə̯# | Rule 273 : ə > ə̯ 
#fˈiːl# | Rule 308 : ə̯ > ∅ 
#fiːl# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#fil# | Rule 750 : [+syl,+long] > [-long,-splng] 
