Trajectory file for run 'run1'; etymon number :965:
#pˌullˈɑːmen̪# >>> #pulɛ̃# ( Correct : #pulɛ̃#) :
p ˌu l l ˈɑː m e n̪ 
#pˌʊllˈɑːmɛn̪# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˌʊllˈɑmɛn̪# | Rule 56 : [+syl,+long] > [-long,-splng] 
#pˌollˈɑmɛn̪# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˌollˈɑmɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#pˌollˈɑːmɛ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#pˌollˈaːmɛ# | Rule 201 : [+lo,+syl] > [+front,-back] 
#pˌollˈaːmə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#pˌollˈaːmə̯# | Rule 273 : ə > ə̯ 
#pˌollˈaːm# | Rule 308 : ə̯ > ∅ 
#pˌollˈae̯m# | Rule 416 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#pˌollˈajm# | Rule 440 : e̯ > j / [+lo,+stres] __ [+nas,+cons,-hi]
#pˌolˈajm# | Rule 493 : {p p;b b;f f;m m;t̪ t̪;t̪ t͡s;t̪ t͡sʲ;t̪ t͡ʃ;d̪ d̪;d̪ d͡ʒ;n̪ n̪;s s;z z;l l;k k;ɡ ɡ;n̪ n̪} > {p;b;f;m;t̪;t͡s;t͡sʲ;t͡ʃ;d̪;d͡ʒ;n̪;s;z;l;k;ɡ;n̪} 
#pˌolˈaj̃m# | Rule 505 : j > j̃ / [+lo,+syl] __ [+nas,-syl]
#pˌolˈãj̃m# | Rule 506 : [+lo,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#pˌolˈãj̃n̪# | Rule 539 : m > n̪ / [-cons] __ #
#pˌulˈãj̃n̪# | Rule 564 : [+round,+tense,+back] > [+hi] 
#pˌulˈɛ̃j̃n̪# | Rule 588 : [+lo,+nas] > [-lo,-tense,-cons,-lat,+cont,.delrel] / __ j̃
#pˌulˈɛ̃n̪# | Rule 663 : j̃ > ∅ / [+nas,+front,-tense] __ 
#pˌulˈɛ̃ː# | Rule 667 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#pulɛ̃ː# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#pulɛ̃# | Rule 750 : [+syl,+long] > [-long,-splng] 
