l 'uː n̪ i s d̪ `iː e m , l 'u n̪ e s d̪ `i ɛ , l 'y n̪ z d̪ `i , l 'y n̪ z d̪ `i , l 'ỹː n̪ d̪ `i , l œ̃ d̪ i $lundi. 
f 'uː m `ɑː r e , f 'u m `ɑ r ɛ , f 'y m `e r , f 'y m `e r , f 'ỹ m `e , f y m e $fumer. Verb. 
p 'uː l i k `e l l ɑ m , p 'u l e c `ɛ l l ɑ , p 'y t͡s `ɛ l ə , p 'y s `ɛ l ə , p 'y s `ɛ l ə , p y s ɛ l $pycelle. Unknown origin (unattested) but probably of native Latin origin, some sort of diminutive of pullus or puella.
... , 'u s t͡sʲ ʝ `ɑ r ʝ o , 'y j s `i ɛ̯ r , ɥ 'i s j `e r , ɥ 'i s j `e , ɥ i s j e $huisser. Vulgar Latin corruption of ostiarius. 
... , 'e s f r 'u x t̪ `ɑ r e , 'e z f r 'y j t̪ `i ɛ̯ r , 'e f r ɥ 'i t̪ j `e r , 'e f r `i t̪ e , e f ʁ i t̪ e $effriter. Unattested in Classical Latin. 
`ɑ w r u m , `ɑ w r o , `ɔ r , `ɔ r , `ɔ r , ɔ ʁ $or. 
p `ɑ w p e r , p `ɑ w p ɛ r , p `ɔ v r ə , p `ɔ v r ə ,  p `o v r ə , p o v ʁ $pauvre. 
k `ɑ w s ɑ m , k `ɑ w s ɑ , t͡ʃ `ɔ z ə , t͡ʃ `ɔ z ə , ʃ `o z ə , ʃ o z $chose. 
... , ɡ `ɑ w t̪ ɑ m , d͡ʒ `ɔ ð ə , ʒ `o ə , ʒ `uː , ʒ u $joue. Unattested in Latin. From Gaulish.
... , h `ɑ w n̪ i t̪ ɑ m , h `u n̪ t̪ ə , h `ũ n̪ t̪ ə , h `ũː t̪ ə , ɔ̃ t̪ $onte. Frankish. Presumably loaned after lenition was no longer active, or Frksh. had apocope before that. 
s `ɑ ɡ m ɑ m , s `ɑ w m ɑ , s `o m ə , s `ũ m ə , s `ũ m ə , s ɔ m $somme < sagma. Ultimately from Greek. 
ɡ `ɑ w d̪ i ɑ , ɡ `ɑ w d̪ ʝ ɑ , d͡ʒ `o j ə , ʒ w `ɛ ə , ʒ w `ɛː , ʒ w ɑ $joie. 
... , l 'ɑ w r `ɑ r ʝ o , l 'ɔ r `i ɛ̯ r , l 'ɔ r j `e r , l 'ɔ r j `e , l ɔ ʁ j e $lorier. Unattested in Latin, but almost certainly from Latin laurus. 
... , 'ɑ w s `ɑ r ɛ , 'ɔ z `e r , 'ɔ z `e r , 'o z `e , o z e $oser. Verb. 
l 'ɑ w d̪ `ɑː r e , l 'ɑ w d̪ `ɑ r ɛ , l 'ɔ ð `e r , l 'o `e r , l 'u `e , l w e $louer. Verb. 
... , ... , h 'u n̪ t̪ `o w s , h 'ũ n̪ t̪ `ø s , h 'ũː t̪ `ø s , ɔ̃ t̪ ø $honteux. Coinage on Frankish root that likely didn't exist in any stage of Latin at all. 
s 'ɑ ɡ m `ɑː r i u m , s 'ɑ w m `ɑ r ʝ o , s 'o m `i ɛ̯ r , s 'ũ m j `e r , s 'ũ m j `e , s ɔ m j e $sommier. Ultimately Greek. 
'ɑ w i k `e l l oː s , 'ɑ w c `ɛ l l o s , 'ɔ j z `ɛ w s , w 'ɛ z ə̯ `a w s , w 'ɛ z ə `o s , w a z o $oiseaux. 
p `uː r u m , p `u r o , p `y r , p `y r , p `y r , p y ʁ $pur. 
t̪ `ɑ l p ɑ m , t̪ `ɑ l p ɑ , t̪ `a w p ə , t̪ `a w p ə , t̪ `o p ə , t̪ o p $taupe. 
k `ɑ m p u m , k `ɑ m p o , t͡ʃ `ã n̪ p , ʃ `ã n̪ p , ʃ `ã p , ʃ ɑ̃ $champ.  
r `iː p ɑ m , r `i p ɑ , r `i v ə , r `i v ə , r `i v ə , ʁ i v $rive. 
l `e p o r e m , l `ɛ p ɔ r ɛ , l `i ɛ̯ v r ə , l j `e v r ə , l j `ɛ v r ə , l j ɛ v ʁ $lièvre. Unknown origin -- perhaps Iberian of some sort. 
k `ɑ p u m , k `ɑ p o , t͡ʃ `i ɛ̯ f , ʃ j `e f , ʃ `ɛ f , ʃ ɛ f $chef. 
k `u p p ɑ m , k `o p p ɑ , k `o p ə , k `u p ə , k `u p ə , k u p $coupe. Appears only in Late Latin, Standard Latin was cu:pa. Possible influence from Germanic kuppaz.
d̪ r `ɑ p p u m , d̪ r `ɑ p p o , d̪ r `a p , d̪ r `a p , d̪ r `a p , d̪ r `a $drap. Probably Frankish. Alternative, less likely theory, holds it is Gaulish.
d̪ `u p l u m , d̪ `o p l o , d̪ `o b l ə , d̪ `u b l ə , d̪ `u b l ə , d̪ u b l $double. 
s `ɑ p i ɑ m , s `ɑ p ʝ ɑ , s `a t͡ʃ ə , s `a ʃ ə , s `a ʃ ə , s a ʃ $sache. Verb conjugation.
r `u m p e r e , r `o m p ɛ r ɛ , r `u m p r ə , r `ũ n̪ p r ə , r `ũ p r ə , ʁ ɔ̃ p ʁ $rompre. Verb.
k `o r p u s , k `ɔ r p o s , k `ɔ r s , k `ɔ r s , k `ɔ r s , k `ɔ ʁ $corps. 
b `ɑ r b ɑ m , b `ɑ r b ɑ , b `a r b ə , b `a r b ə , b `a r b ə , b a ʁ b $barbe. 
k `o r b u m , k `ɔ r b o , k `ɔ r p , k `ɔ r p , ... , ... $corp. Fell out of usage after Old French.
t̪ 'ɑ b `oː n̪ e m , t̪ 'ɑ β `o n̪ e , t̪ 'a `u n̪ , t̪ 'a `ũ n̪ , t̪ `ã n̪ , t̪ ɑ̃ $taon. Etymology unknown, found in all Romance. Rey wonders about Etruscan influence.
n̪ `uː b ɑ m , n̪ `u β ɑ , n̪ `y ə , n̪ `y ə , n̪ `y , n̪ y $nue. 
h 'ɑ b `eː r e , 'ɑ β `e r ɛ , 'a v `e i̯ r , 'a v w `ɛ r , 'a v w `ɛ r , a v w a ʁ $avoir. Verb.
l `iː b r ɑ m , l `i β r ɑ , l `i v r ə , l `i v r ə , l `i v r ə , l i v ʁ $livre. 
t̪ r `ɑ b e m , t̪ r `ɑ β ɛ , t̪ r `e f , t̪ r `e f , ... , ... $tref. Fell out of usage. 
t̪ `ɑ b u l ɑ m , t̪ `ɑ b l ɑ , t̪ `a b l ə , t̪ `a b l ə , t̪ `a b l ə , t̪ `a b l , t̪ a b l $table. 
r `u b e u m , r `o b ʝ o , r `o d͡ʒ ə , r `u ʒ ə , r `u ʒ ə , ʁ u ʒ $rouge
m `e m b r u m , m `e m b r o , m `ẽ m b r ə , m `ã n̪ b r ə , m `ãː b r ə , m ɑ̃ b ʁ $membre
... , p r `e s b e t̪ e r , p r `ɛ s t̪ r ə , p r `ɛː t̪ r ə , p r `ɛː t̪ r ə , p ʁ ɛ t̪ ʁ $prêtre. Not technically inherited. 
w `e n̪ t̪ u m , β `ɛ n̪ t̪ o , v `ẽ n̪ t̪ , v `ã n̪ t̪ , v `ãː t̪ , v ɑ̃ $vent. 
s 'e r w `iː r e , s 'ɛ r β `i r ɛ , s 'ɛ r v `i r , s 'ɛ r v `i r , s 'ɛ r v `i r , s 'ɛ ʁ v `i ʁ $servir. 
p 'ɑ w `oː r e m , p 'ɑ `o r ɛ , p 'a `o w r , p 'ə `ø r , p `ø r , p œ ʁ $peur. 
l 'ɑ w `ɑː r ɛ , l 'ɑ β `ɑ r ɛ , l 'a v `e r , l 'a v `e r , l 'a v `e , l a v e $laver. Verb.
w `iː w e r e , β `i β ɛ r ɛ , v `i v r ə , v `i v r ə , v `i v r ə , v i v ʁ $vivre. Verb.    
n̪ `ɑː w e m , n̪ `ɑ β ɛ , n̪ `e f , n̪ `e f , n̪ `e f , n̪ ɛ f $nef. 
k 'i w i t̪ `ɑː t̪ e m , c 'i β e t̪ `ɑ t̪ ɛ , t͡s 'i t̪ `e θ , s 'i t̪ `e , s 'i t̪ `e , s i t̪ e $cité.
b `o w e s , b `ɔ β e s , b `u e̯ s , b `ø s , b `ø s , b ø $bœufs. 
k `ɑ w e ɑ m , k `ɑ β ʝ ɑ , k `a d͡ʒ ə , k `a ʒ ə , k `a ʒ ə , k a ʒ $cage. 
s `e r w i t̪ , s `ɛ r β e t̪ , s `ɛ r t̪ , s `ɛ r t̪ , s `ɛ r t̪ , s `ɛ ʁ $sert. 
d̪ `uː r u m , d̪ `u r o , d̪ `y r , d̪ `y r , d̪ `y r , d̪ y ʁ $dur. 
m `ɑ n̪ d̪ `ɑː r e , m 'ɑ n̪ d̪ `ɑ r ɛ , m 'ã n̪ d̪ `e r , m 'ã n̪ d̪ `e r , m 'ã d̪ `e , m ɑ̃ d̪ e $mander. Verb. 
t̪ `ɑ r d̪ u m , t̪ `ɑ r d̪ o , t̪ `a r t̪ , t̪ `a r t̪ , t̪ `a r t̪ , t a ʁ $tart. 
n̪ `uː d̪ ɑ m , n̪ `u d̪ ɑ , n̪ `y ð ə , n̪ `y ə , n̪ `yː , n̪ y $nue. 
n̪ `uː d̪ u m , n̪ `u d̪ o , n̪ `y θ , n̪ `y , n̪ `y , n̪ `y $nu. 
d̪ i `u r n̪ u m , d̪ ʝ `o r n̪ o , d͡ʒ `o r n̪ , ʒ `u r , ʒ `u r , ʒ u ʁ $jour.
p `e d̪ e s , p `ɛ d ɛ s , p `i ɛ̯ t͡s , p j `e s , p j `e s , p j e $pieds.
r 'ɑː d̪ iː k `iː n̪ ɑ m , r 'ɑ d̪ i c `i n̪ ɑ , r 'a t͡s `i n̪ ə , r 'a s `ĩ n̪ ə , r 'a s `i n̪ ə , ʁ a s i n̪ $racine. 
m `o r d̪ e r e , m `ɔ r d̪ ɛ r ɛ , m `ɔ r d̪ r ə , m `ɔ r d̪ r ə , m `ɔ r d̪ r ə , m ɔ ʁ d̪ ʁ $mordre. Verb. 
t̪ `uː , t̪ `u , t̪ `y , t̪ `y , t̪ `y , t̪ y $tu. 
p `o r t̪ ɑ m , p `ɔ r t̪ ɑ , p `ɔ r t̪ ə , p `ɔ r t̪ ə , p `ɔ r t̪ ə , p `ɔ ʁ t̪ $porte. 
f `o r t̪ e m , f `ɔ r t̪ ɛ , f `ɔ r t̪ , f `ɔ r t̪ , f `ɔ r t̪ , f ɔ ʁ $fort. 
w `iː t̪ ɑ m , β `i t̪ ɑ , v `i ð ə , v `i ə , v `iː , v i $vie. 
p `ɑ t̪ r e m , p `ɑ t̪ r ɛ , p `e ð r ə , p `e r ə , p `e r ə , p ɛ ʁ $père. 
s `u n̪ t̪ , s `o n̪ t̪ , s `u n̪ t̪ , s `ũ n̪ t̪ , s `ũː t̪ , s ɔ̃ $sont. Verb conjugation. 
t̪ `e n̪ e t , t̪ `ɛ n̪ ɛ t̪ , t̪ `i ɛ̯ n̪ t̪ , t̪ j `ẽ n̪ t̪ , t̪ j `ɛ̃ː t̪ , t̪ j ɛ̃ $tient. Verb conjugation
p `o r t̪ ɑ t̪ , p `ɔ r t̪ ɑ t̪ , p `ɔ r t̪ ə θ ,  p `ɔ r t̪ ə , p `ɔ r t̪ ə , p `ɔ ʁ t̪ $porte. Verb conjugation. 
t̪ `oː t̪ t̪ ɑ m , t̪ `o t̪ t̪ ɑ , t̪ `o t̪ ə , t̪ `u t̪ ə , t̪ `u t̪ ə , t̪ u t̪ $toute.
t̪ `oː t̪ t̪ u m , t̪ `o t̪ t̪ o , t̪ `o t̪ , t̪ `u t̪ , t̪ `u t̪ , t̪ `u $tout.
'ɑ d̪ s `ɑ t̪ i s , 'ɑ d s `ɑ t̪ e s , 'ɑ s `e t͡s , 'ɑ s `e s , 'ɑ s `e s , a s e $assez.
f `o r t̪ i ɑ m , f `o r t͡sʲ ʝ ɑ , f `ɔ r t͡s ə , f `ɔ r s ə , f `ɔ r s ə , f ɔ ʁ s $force. 
r 'ɑ t̪ i `oː n̪ e m , r 'ɑ t͡sʲ `o n̪ ɛ , r 'a j z `u n̪ , r 'ɛ z `ũ n̪ , r 'ɛ z `ũ n̪ , ʁ ɛ z ɔ̃ $raison. 
p r `e t̪ i u m , p r `ɛ t͡sʲ ʝ o , p r `i s , p r `i s , p r `i s , p ʁ i $prix.
`ɑ l t̪ e r u m , `ɑ ɫ t̪ ɛ r o , `a w t̪ r ə , `a w t̪ r ə , `o t̪ r ə , o t̪ ʁ $autre. 
t̪ 'e s t̪ i m `oː n̪ i u m , t̪ 'ɛ s t̪ e m `o n̪ ʝ o , t̪ 'e z m `u ɲ , t̪ 'e m w `ĩ ɲ , t̪ 'e m w `ɛ̃ n̪ , t̪ e m w ɛ̃ $témoin 
s `o r o r , s `ɔ r ɔ r , s `u ɛ̯ r , s `ø r , s `ø r , s œ ʁ $sœur. 
`u r s ɑ m , `o r s ɑ , `o r s ə , `u r s ə , `u r s ə , u ʁ s $ourse.
k `u r s u m , k `o r s o , k `o r s , k `u r s , k `u r s , k u ʁ $cours.
r `iː s u m , r `i s o , r `i s , r `i s , r `iː s , ʁ i $ris. 
s p `ɑ tʰ ɑ m , 'e s p `ɑ t̪ ɑ , 'e s p `e ð ə , 'e p `e ə , 'e p `eː , e p e $épée. Greek. 
p r `e s s ɑ m , p r `ɛ s s ɑ , p r `ɛ s ə , p r `ɛ s ə , p r `ɛ s ə , p r `ɛ s $presse. 
b `ɑ s s u m , b `ɑ s s o , b `a s , b `a s , b `aː s , b ɑ $bas. 
m 'i s k u l `ɑː r e , m 'e s k o l `ɑː r e , m 'e ð l `e r , m 'eː l `e r , m 'ɛ l `e , m ɛ l e $mêler
f `e s t̪ ɑ m , f `ɛ s t̪ ɑ , f `ɛ s t̪ ə , f `ɛː t̪ ə , f `ɛː t̪ ə , f ɛ t̪ $fête 
m 'e s s i `oː n̪ e m , m 'e s s ʝ `o n̪ ɛ , m 'e j s `u n̪ , m w 'ɛ s `ũ n̪ , m w 'ɛ s `ũ n̪ , m w a s ɔ̃ $moisson. 
`ɑ n̪ n̪ oː s , `ɑ n̪ n̪ o s , `ã n̪ t͡s , `ã n̪ s , `ã s , ɑ̃ $ans. 
d̪ r `ɑ p p oː s , d̪ r `ɑ p p o s , d̪ r `a s , d̪ r `a s , d̪ r `aː s , d̪ ʁ a $draps. Probably Frankish. Less hypothesis that it is Gaulish. 
r `iː d̪ e r e , r `i d̪ ɛ r ɛ , r `i ð r ə , r `i r ə , r `i r ə , ʁ i ʁ $rire. Verb.
'ɑ m `ɑː r ɑ m , 'ɑ m `ɑ r ɑ , 'ã m `e r ə , 'ã m `e r ə , 'ã m `e r ə , a m ɛ ʁ $amère.
p 'o r t̪ `ɑː r e , p 'ɔ r t̪ `ɑ r ɛ , p 'ɔ r t̪ `e r , p 'ɔ r t̪ `e r , p 'ɔ r t̪ `e , p ɔ ʁ t̪ e $porter. Verb.
'o p e r `ɑː r i u m , 'o p e r `ɑ r ʝ o , 'o v r `i ɛ̯ r , 'u v r j `e r , 'u v r j `e , u v ʁ i j e $ouvrier. 
p 'o r t̪ ɑ t̪ `oː r e m , p 'ɔ r t̪ ɑ t̪ `o r ɛ , p 'ɔ r t̪ ə `o w r , p 'ɔ r t̪ ə̯ `ø r , p 'ɔ r t̪ `ø r , p ɔ ʁ t̪ œ ʁ $porteur.
f `e r r u m , f `ɛ r r o , f `ɛ r , f `ɛ r , f `ɛ r , f ɛ ʁ $fer.
w `ɑ r i u m , β `ɑ r ʝ o , v `a j r , v `ɛ r , v `ɛ r , v ɛ ʁ $vair.
m `ɑ j u m , m `ɑ ʝ o , m `a j , m `e , m `e , m `ɛ $mai. Or is it /me/. There appears to be profound disagreement among Francophone informants on this point. 
k `e n̪ t̪ u m , c `e n̪ t̪ o , t͡s `ẽ n̪ t̪ , s `ã n̪ t̪ , s `ãː t̪  , s ɑ̃ $cent. 
r `u m i k e m , r `o m e c ɛ , r `u n̪ t͡s ə , r `ũ n̪ s ə , r `ũ s ə , ʁ ɔ̃ s $ronce. Specific origin unknown but clearly Latin from our perspective.
k `ɑ r k e r e m , k `ɑ r c ɛ r ɛ , t͡ʃ `a r t̪ r ə , ʃ `a r t̪ r ə , ʃ `a r t̪ r ə , ʃ a ʁ t̪ ʁ $chartre.
p l 'ɑ k `eː r e , p l 'ɑ c `e r ɛ , p l 'a j z `i r , p l 'ɛ z `i r , p l 'ɛ z `i r , p l e z i ʁ $plaisir. Verb.
p `i k e m , p `e c ɛ , p `e j t͡s , p w `ɛ s , p w `ɛ s , p w ɑ $poix.
f `ɑ k i ɑ m , f `ɑ c ʝ ɑ , f `a t͡s ə , f `a s ə , f `a s ə , f a s $fasse. Verb conjugation. 
b r `ɑ k kʰ i u m , b r `ɑ c c ʝ o , b r `a t͡s , b r `a s , b r `a s , b ʁ ɑ $bras. Greek. 
k `ɑ r r u m , k `ɑ r r o , t͡ʃ `a r , ʃ `a r , ʃ `a r , ʃ a ʁ $char. Gaulish.
p l `i k ɑ t̪ , p l `e k ɑ t̪ , p l `e j ə θ , p l w `ɛ ə , p l w `ɛː , p l w a $ploie. Verb conjugation. 
b `ɑ k ɑ m , b `ɑ k ɑ , b `a ʝ ə , b `a ʝ ə , b `ɛː , b ɛ $baie. Gaulish.
l 'o k `ɑː r e , l 'ɔ k `ɑ r ɛ , l 'o `e r , l 'u `e r , l w `e , l w e $louer. Verb. 
`ɑ r k uː m , `ɑ r k u , `a r k , `a r k , `a r k , a ʁ k $arc. 
k `i r k u l u m , c `e r k l o , t͡s `e r k l ə , s `e r k l ə , s `ɛ r k l ə , s ɛ ʁ k l $cercle. Rey thinks however it is a loan from Latin. 
p `o r k oː s , p `ɔ r k o s , p `ɔ r s , p `ɔ r s , p `ɔ r s , p ɔ ʁ $porcs. 
s 'e k `uː r u m , s 'ɛ k `u r o , s 'ə `y r , s 'ə `y r , s `y r , s y ʁ $sûr. Pope has this spelled without an initial long e (Pope s683).
s `i k k u m , s `e k k o , s `e k , s `ɛ k , s `ɛ k , s ɛ k $sec. 
s `i k k ɑ m , s `e k k ɑ , s `e t͡ʃ ə , s `ɛ ʃ ə , s `ɛ ʃ ə , s ɛ ʃ $sèche.
l `ɑ k r i m ɑ m , l `ɑ k r e m ɑ , l `a j r m ə , l `ɛ r m ə , l `a r m ə , l a ʁ m $larme.
l 'ɑ k s `ɑː r e , l 'ɑ x s `ɑ r ɛ , l 'a j s `i ɛ̯ r , l 'ɛ s j `e r , l 'ɛ s `e , l ɛ s e $laisser.   
`ɑ k s e m , `ɑ k s ɛ , `a j s , `ɛ s , `ɛ s , ɛ $ais. 
t̪ r 'ɑ k t̪ `ɑː r e , t̪ r 'ɑ x t̪ `ɑ r ɛ , t̪ r 'a j t̪ `i ɛ̯ r , t r 'ɛ t̪ j `e r , t r 'ɛ t̪ `e , t̪ ʁ ɛ t̪ e $traiter. Verb.
f `ɑ k t̪ u m , f `ɑ x t̪ o , f `a j t̪ , f `ɛ t̪ , f `ɛ t̪ , f ɛ $fait.
ɡ `e n̪ t̪ e m , ɟ `ɛ n̪ t̪ ɛ , d͡ʒ `ẽ n̪ t̪ , ʒ `ã n̪ t̪ , ʒ ãː t̪ , ʒ ɑ̃ $gent. 
s 'i ɡ `e l l u m , s 'e ɟ `e l l o s , s 'e `ɛ w s , s 'e `ɛ a̯ w s , s 'ə `o s , s o $sceau. 
f l 'ɑ ɡ `e l l oː s , f l 'a j `ɛ w s , f l 'ɛ `ɛ a̯ w̯ s , f l 'e `o s , f l e o $fléaux.
'e k s `ɑ ɡ i u m , 'e s s `ɑ ɟ o , 'e s `a j , 'e s `e , 'e s `ɛ , 'e s `ɛ $essai. 
ɡ `ɑ l b i n̪ u m , ɡ `ɑ ɫ b e n̪ o , d͡ʒ `a w n̪ ə , ʒ `a w n̪ ə , ʒ `o n̪ ə , ʒ o n̪ $jaune. 
l `i ɡ ɑ t̪ , l `e ɡ ɑ t̪ , l `e j ə θ , l w `ɛ ə , ... , ... $loie. Verb conjugation. fell out of usage. 
p l `ɑː ɡ ɑ m , p l `ɑ ɣ ɑ , p l `a j ə , p l `a j ə , p l `ɛː , p l ɛ $plaie. 
r `uː ɡ ɑ m , r `u ɣ ɑ , r `y ə , r `y ə , r `yː , ʁ y $rue.
d̪ `oː ɡ ɑ m , d̪ `o ɣ ɑ , d̪ `o v ə , d̪ `u v ə , d̪ `u v ə , d̪ u v $douve. Greek. 
ɡ `u s t̪ ɑ m , ɡ `o s t̪ o , ɡ `o s t̪ , ɡ `uː t̪ , ɡ `uː t̪ , ɡ u $goût. 
l `o n̪ ɡ oː s , l `ɔ ŋ ɡ o s , l `u n̪ s , l `ũ n̪ s , l `ũ s , l ɔ̃ $longs. 
`u n̪ ɡ u l ɑ m , `o ŋ ɡ l ɑ , `u ŋ ɡ l ə , `ũ ŋ ɡ l ə , `ũ ɡ l ə , ɔ̃ ɡ l $ongle. 
'ɑ w ɡ `u s t̪ u m , 'ɑ ɣ `o s t̪ o , 'a `o s t̪ , 'a `uː t̪ , `uː t̪ u t̪ $août. 
n̪ `i ɡ r u m , n̪ `e ɣ r o , n̪ e j r , n̪ w `ɛ r , n w `ɛ r , n w a ʁ $noir. 
p 'e r e ɡ r `iː n̪ u m , p `ɛ l ɛ ɣ r `i n̪ o , p 'ə l ə r `i n̪ , p 'ə l ə r `ĩ n̪ , p 'ɛ l ə r ɛ̃ n̪ , p ɛ l ʁ ɛ̃ $pelerin. Dissimilation.
p `oː m ɑ m , p `o m ɑ , p `u m ə , p `ũ m ə , p `ũ m ə , p ɔ m $pomme. 
f `ɑ m e m , f `ɑ m ɛ , f `ã j̃ n̪ , f `ɛ̃ j n̪ , f `ɛ̃ n̪ , f ɛ̃ $faim.
k `ɑ m e r ɑ m , k `ɑ m e r ɑ , t͡ʃ `ã m b r ə , ʃ `ã n̪ b r ə , ʃ `ãː b r ə , ʃ ɑ̃ b ʁ $chambre.
k `u m u l u m , k `o m l o , k `ũ m b l ə , k `ũ n̪ b l ə , k `ũː b l ə , k ɔ̃ b l $comble. 
s `iː m i u m , s `i m ʝ o , s `ĩ n̪ d͡ʒ ə , s `ĩ n̪ ʒ ə , s `ɛ̃ː ʒ ə , s ɛ̃ ʒ $singe. Greek. 
d̪ `o r m i t̪ , d̪ `ɔ r m e t̪ , d̪ `ɔ r t̪ , d̪ `ɔ r t̪ , d̪ `ɔ ʁ t̪ , d̪ ɔ ʁ $dort. Verb conjugation.   
n̪ `ɑː s u m , n̪ `ɑ s o , n̪ `e s , n̪ `e s , n̪ `e s , n̪ e s $nez. 
l `uː n̪ ɑ m , l `u n̪ ɑ , l `y n̪ ə , l `ỹ n̪ ə , l `y n̪ ə , l y n̪ $lune. 
p `i n̪ n̪ ɑ m , p `e n̪ n̪ ɑ , p `ẽ n̪ ə , p `ã n̪ ə , p `ã n̪ ə , p a n $panne. 
`ɑ n̪ n̪ u m , `ɑ n̪ n̪ o , `ã n̪ , `ã n̪ , `ã n̪ , ɑ̃ $an.
`ɑ n̪ i m ɑ m , `ɑ n̪ e m ɑ , `ã m ə , `ã m ə , `ã m ə , ɑ m $âme. However Pope rights that this was a Latin loan elsewhere.
p `o n̪ e r e , p `ɔ n̪ ɛ r ɛ , p `u n̪ d̪ r ə , p `ũ n̪ d̪ r ə , p `ũ d̪ r ə , p ɔ̃ d̪ ʁ $pondre. Verb. 
b `ɑ l n̪ e u m , b `ɑ n̪ ʝ o , b `ã j̃ ɲ , b `ɛ̃ j̃ ɲ , b `ɛ̃ n̪ , b ɛ̃ $bain. 
b `ɑ l n̪ e oː s , b `ɑ n̪ ʝ o s , b `ã j̃ n̪ t͡s , b `ɛ̃ j̃ n̪ t͡s , b `ɛ̃ s , b ɛ̃ $bains. 
`ɑː l ɑ m , `ɑ l ɑ , `e l ə , `e l ə , `ɛ l ə , ɛ l $aile
m `ɑ l u m , m `ɑ l o , m `a l , m `a l , m `a l , m a l $mal. 
f `iː l i ɑ m , f `i l ʝ ɑ , f `i ʎ ə , f `i ʎ ə , f `i ʎ ə , f i j $fille. 
