Trajectory file for run 'run1'; etymon number :654:
#mˈɑt̪rem# >>> #mɛʁ# ( Correct : #mɛʁ#) :
m ˈɑ t̪ r e m 
#mˈɑt̪rɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˈɑt̪rɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#mˈɑːt̪rɛ# | Rule 113 : [+prim] > [+long] / __ [-cont] [+cons,+son,-nas]
#mˈaːt̪rɛ# | Rule 201 : [+lo,+syl] > [+front,-back] 
#mˈaːt̪rə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#mˈaːt̪rə̯# | Rule 273 : ə > ə̯ 
#mˈaːt̪r# | Rule 308 : ə̯ > ∅ 
#mˈaːt̪rə# | Rule 321 : ∅ > ə / [+cons,-son] [+son,-syl] __ #
#mˈaːd̪rə# | Rule 361 : [-voi,-delrel,+ant] > [+voi] / [-cons] __ [+cor,+son,-nas]
#mˈaːðrə# | Rule 386 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ r
#mˈae̯ðrə# | Rule 416 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#mˈeːðrə# | Rule 551 : {a e̯;ˌa e̯;ˈa e̯} > {eː;ˌeː;ˈeː} 
#mˈeːrə# | Rule 608 : {θ;ð} > {∅;∅} 
#mˈeːrə̯# | Rule 706 : ə > ə̯ / __ #
#mˈɛːrə̯# | Rule 709 : ˈeː > ˈɛː / __ [+cons] ə̯
#mˈɛːr# | Rule 735 : ə̯ > ∅ 
#mˈɛːʀ# | Rule 748 : r > ʀ 
#mɛːʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mɛʀ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#mɛʁ# | Rule 756 : ʀ > ʁ 
