Trajectory file for run 'run1'; etymon number :1061:
#sˌɑːpˈoːn̪em# >>> #savɔ̃# ( Correct : #savɔ̃#) :
s ˌɑː p ˈoː n̪ e m 
#sˌɑːpˈoːn̪ɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˌɑːpˈon̪ɛm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#sˌɑpˈon̪ɛm# | Rule 56 : [+syl,+long] > [-long,-splng] 
#sˌɑpˈon̪ɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˌɑpˈoːn̪ɛ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#sˌɑpˈũːn̪ɛ# | Rule 168 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#sˌapˈũːn̪ɛ# | Rule 201 : [+lo,+syl] > [+front,-back] 
#sˌapˈũːn̪ə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#sˌapˈũːn̪ə̯# | Rule 273 : ə > ə̯ 
#sˌapˈũːn̪# | Rule 308 : ə̯ > ∅ 
#sˌabˈũːn̪# | Rule 360 : [-voi] > [+voi] / [-cons] __ [-cons]
#sˌaβˈũːn̪# | Rule 385 : [-delrel,+voi] > [+cont,.delrel] / [-cons] __ [-cons]
#sˌavˈũːn̪# | Rule 438 : β > v 
#sˌavˈũː# | Rule 667 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ #
#savũː# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#savũ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#savɔ̃# | Rule 751 : [+back,-lo,+nas,+syl] > ɔ̃ 
