Trajectory file for run 'run1'; etymon number :372:
#iˈuːd̪ikem# >>> #ʒys# ( Correct : #ʒyʒ#) :
i ˈuː d̪ i k e m 
#ɪˈuːd̪ɪkɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#jˈuːd̪ɪkɛm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#ʝˈuːd̪ɪkɛm# | Rule 28 : j > ʝ / __ [+syl]
#ʝˈud̪ɪkɛm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#ʝˈud̪ekɛm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ʝˈud̪ekɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ʝˈud̪ekʲɛ# | Rule 76 : [+hi,+back,-cont] > [+front] / __ [+cont,-lo,+front]
#ʝˈud̪ecɛ# | Rule 77 : [+back,+front] > [-back] 
#ʝˈuðecɛ# | Rule 105 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#ʝˈuːðecɛ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#ʝˈuːðet͡sʲɛ# | Rule 184 : {c;ɟ} > {t͡sʲ;d͡ʒ} 
#ʝˈʉːðet͡sʲɛ# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#ɟˈʉːðet͡sʲɛ# | Rule 258 : [+hi,-syl,+cont] > [-cont,-son,-delrel,+cons,.tense] / # __ [+syl]
#d͡ʒˈʉːðet͡sʲɛ# | Rule 261 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#d͡ʒˈʉːðət͡sʲɛ# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#d͡ʒˈʉːðət͡sʲə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#d͡ʒˈʉːðə̯t͡sʲə̯# | Rule 273 : ə > ə̯ 
#d͡ʒˈʉːðə̯t͡sʲə# | Rule 303 : ə̯ > ə / ə̯ ( [-syl] )* __ #
#d͡ʒˈʉːðt͡sʲə# | Rule 308 : ə̯ > ∅ 
#d͡ʒˈʉðt͡sʲə# | Rule 363 : [+syl] > [-long,-splng] / __ [-syl] [+cons,-son]
#d͡ʒˈʉθt͡sʲə# | Rule 492 : [-son] > [-voi] / __ [-voi]
#d͡ʒˈyθt͡sʲə# | Rule 504 : [+hi,+round,-back] > [+front] 
#d͡ʒˈyθt͡sə# | Rule 545 : t͡sʲ > t͡s / [-nas] __ 
#d͡ʒˈyt͡sə# | Rule 608 : {θ;ð} > {∅;∅} 
#ʒˈysə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#ʒˈysə̯# | Rule 706 : ə > ə̯ / __ #
#ʒˈys# | Rule 735 : ə̯ > ∅ 
#ʒys# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
