Trajectory file for run 'run1'; etymon number :599:
#lˈin̪ɡon̪eːs# >>> #lɑ̃ɡʁ# ( Correct : #lɑ̃ɡʁ#) :
l ˈi n̪ ɡ o n̪ eː s 
#lˈiŋɡon̪eːs# | Rule 0 : n̪ > ŋ / __ [+hi,+back,-cont]
#lˈɪŋɡɔn̪eːs# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#lˈɪŋɡɔn̪es# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#lˈeŋɡɔn̪es# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#lˈeŋɡũn̪es# | Rule 168 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#lˈeŋɡən̪es# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#lˈeŋɡən̪əs# | Rule 270 : [-stres,-lo,+syl] > ə / __ [-syl]
#lˈeŋɡə̯n̪ə̯s# | Rule 273 : ə > ə̯ 
#lˈeŋɡɾə̯s# | Rule 294 : {n̪ ə̯;ə̯ n̪;r ə̯;ə̯ r} > {ɾ;ɾ;ɾ;ɾ} / [-cont] __ [-cons]
#lˈeŋɡrə̯s# | Rule 302 : ɾ > r 
#lˈeŋɡrəs# | Rule 306 : ə̯ > ə / [-cont] r __ [+cons]
#lˈẽŋɡrəs# | Rule 519 : [+front,-hi,+syl] > [+nas,+son,.delrel] / __ [+nas,-syl]
#lˈɛ̃ŋɡrəs# | Rule 573 : [+front,-hi,-lo,+syl,+nas] > [-tense,-cons,-lat,+cont,.delrel] 
#lˈãŋɡrəs# | Rule 578 : [+nas,-hi,+syl] > [+lo,+tense,-cons,-lat,+cont,.delrel] / __ [+cons]
#lˈãːɡrəs# | Rule 666 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#lˈɑ̃ːɡrəs# | Rule 716 : [+lo,+long,+syl] > [+back,-front] 
#lˈɑ̃ːɡrə# | Rule 733 : [-son] > ∅ / __ #
#lˈɑ̃ːɡʀə# | Rule 748 : r > ʀ 
#lɑ̃ːɡʀə# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#lɑ̃ɡʀə# | Rule 750 : [+syl,+long] > [-long,-splng] 
#lɑ̃ɡʁə# | Rule 756 : ʀ > ʁ 
#lɑ̃ɡʁ# | Rule 759 : ə > ∅ / [+syl] ( [-syl] )* __ #
